Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:47:50.009,f9:a2:89:42:44:2c, 2085-97-150 250:36:250:-040, -0.677, -0.732, -0.02, -0.427, -0.305, -0.061, 0, 0.005, -52.652, -8.900, 8.253, 36.400, 24.11, 0.69775, -0.4856, 0.52377, -0.0538,
 13:47:50.024,ff:bd:0d:cb:d7:a7, 2085-97-42 00:11:248:-050, 0.021, -0.995, -0.024, -0.427, 0.305, 0.549, 0.005, -0.011, 105.293, 55.800, -3.500, -57.800, 24.36, -0.42957, 0.42844, 0.5733, -0.55054,
 13:47:50.024,ff:bd:0d:cb:d7:a7, 2085-97-42 00:11:248:-049, 0.021, -0.995, -0.024, -0.427, 0.305, 0.549, 0.005, -0.011, 105.293, 55.800, -3.500, -57.800, 24.36, -0.42957, 0.42844, 0.5733, -0.55054,
 13:47:50.024,ff:bd:0d:cb:d7:a7, 2085-113-81 00:03:201:14038, 0.021, -0.995, -0.024, -0.366, 0.305, 0.61, 0.005, -0.011, 105.293, 55.800, -3.500, -57.800, 24.36, -0.42957, 0.42844, 0.5733, -0.55054,
 13:47:50.054,ff:bd:0d:cb:d7:a7, 2085-113-81 00:03:201:14038, 0.021, -0.995, -0.024, -0.366, 0.305, 0.61, 0.005, -0.011, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.085,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-050, 0.021, -0.994, -0.024, -0.366, 0.305, 0.61, 0.005, -0.011, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.085,ff:bd:0d:cb:d7:a7, 2085-97-45 00:12:248:-048, 0.022, -0.994, -0.024, -0.366, 0.305, 0.61, 0.005, -0.011, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.130,f9:a2:89:42:44:2c, 2085-97-148 250:36:250:-040, -0.677, -0.733, -0.02, -0.427, -0.244, 0, 0, 0.005, -52.652, -8.900, 8.253, 36.400, 24.11, 0.69775, -0.4856, 0.52377, -0.0538,
 13:47:50.159,f9:a2:89:42:44:2c, 2085-113-58 00:82:249:673, -0.678, -0.733, -0.02, -0.427, -0.183, -0.061, 0, 0.005, -52.652, -11.400, 4.487, 37.800, 24.11, 0.69775, -0.4856, 0.52377, -0.0538,
 13:47:50.173,ff:bd:0d:cb:d7:a7, 2085-97-45 00:12:248:-048, 0.021, -0.994, -0.023, -0.427, 0.305, 0.549, 0.005, -0.011, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.205,ff:bd:0d:cb:d7:a7, 2085-97-42 00:11:248:-050, 0.021, -0.995, -0.024, -0.366, 0.244, 0.549, 0.005, -0.016, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.205,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.021, -0.995, -0.024, -0.366, 0.244, 0.549, 0.005, -0.016, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.234,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.02, -0.994, -0.024, -0.366, 0.305, 0.549, 0.005, -0.016, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.234,ff:bd:0d:cb:d7:a7, 2085-113-58 00:103:32:-1293, 0.02, -0.995, -0.024, -0.427, 0.305, 0.549, 0.005, -0.016, 105.293, 55.800, -3.500, -57.800, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.248,f9:a2:89:42:44:2c, 2085-97-148 250:36:250:-040, -0.678, -0.733, -0.02, -0.427, -0.244, -0.061, 0, 0, -52.652, -11.400, 4.487, 37.800, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:50.294,ff:bd:0d:cb:d7:a7, 2085-113-58 00:103:32:-1293, 0.02, -0.995, -0.024, -0.427, 0.305, 0.549, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.294,ff:bd:0d:cb:d7:a7, 2085-97-43 00:11:248:-050, 0.021, -0.995, -0.024, -0.427, 0.305, 0.549, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.294,ff:bd:0d:cb:d7:a7, 2085-113-81 00:02:201:14038, 0.021, -0.995, -0.024, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.4296, 0.42841, 0.5733, -0.55054,
 13:47:50.370,f9:a2:89:42:44:2c, 2085-97-150 250:36:250:-041, -0.678, -0.732, -0.02, -0.427, -0.244, -0.061, 0, 0.005, -52.652, -11.400, 4.487, 37.800, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:50.384,ff:bd:0d:cb:d7:a7, 2085-113-81 00:02:201:14038, 0.021, -0.995, -0.024, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.413,ff:bd:0d:cb:d7:a7, 2085-97-43 00:11:248:-049, 0.021, -0.995, -0.024, -0.366, 0.244, 0.61, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.413,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.021, -0.995, -0.024, -0.366, 0.244, 0.61, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.429,f9:a2:89:42:44:2c, 2085-97-150 250:37:250:-040, -0.677, -0.733, -0.02, -0.366, -0.244, -0.061, 0, 0.005, -52.652, -11.400, 4.487, 37.800, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:50.444,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.021, -0.994, -0.024, -0.366, 0.366, 0.549, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.489,f9:a2:89:42:44:2c, 2085-113-58 00:141:250:1178, -0.677, -0.733, -0.02, -0.366, -0.244, -0.061, 0, 0.005, -52.652, -9.300, 7.853, 35.800, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:50.505,ff:bd:0d:cb:d7:a7, 2085-97-42 00:11:248:-049, 0.021, -0.995, -0.024, -0.427, 0.305, 0.61, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.505,ff:bd:0d:cb:d7:a7, 2085-97-43 00:11:248:-051, 0.021, -0.995, -0.024, -0.427, 0.305, 0.61, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.505,ff:bd:0d:cb:d7:a7, 2085-113-58 00:148:32:-577, 0.021, -0.995, -0.025, -0.366, 0.305, 0.549, 0.005, -0.016, 105.293, 55.300, -8.620, -59.600, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.564,ff:bd:0d:cb:d7:a7, 2085-113-58 00:148:32:-577, 0.021, -0.995, -0.025, -0.366, 0.305, 0.549, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.564,ff:bd:0d:cb:d7:a7, 2085-113-81 00:02:201:14038, 0.021, -0.994, -0.023, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.564,ff:bd:0d:cb:d7:a7, 2085-113-81 00:02:201:14038, 0.021, -0.994, -0.023, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.580,f9:a2:89:42:44:2c, 2085-113-81 00:80:89:-15911, -0.677, -0.732, -0.02, -0.427, -0.244, -0.061, 0, 0.005, -52.652, -9.300, 7.853, 35.800, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:50.625,ff:bd:0d:cb:d7:a7, 2085-113-81 00:02:201:14038, 0.021, -0.994, -0.023, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.653,ff:bd:0d:cb:d7:a7, 2085-97-43 00:12:248:-051, 0.021, -0.994, -0.025, -0.366, 0.305, 0.549, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.653,ff:bd:0d:cb:d7:a7, 2085-97-43 00:11:248:-049, 0.021, -0.994, -0.025, -0.366, 0.305, 0.549, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.670,f9:a2:89:42:44:2c, 2085-97-148 250:35:250:-040, -0.677, -0.733, -0.02, -0.427, -0.305, -0.061, 0, 0.005, -52.652, -9.300, 7.853, 35.800, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:50.684,ff:bd:0d:cb:d7:a7, 2085-97-43 00:11:248:-049, 0.02, -0.995, -0.024, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.790,f9:a2:89:42:44:2c, 2085-97-148 250:37:250:-040, -0.678, -0.733, -0.021, -0.427, -0.244, -0.061, 0, 0.005, -52.652, -8.300, 5.067, 36.700, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:50.804,ff:bd:0d:cb:d7:a7, 2085-97-40 00:11:248:-048, 0.02, -0.995, -0.023, -0.366, 0.305, 0.549, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.804,ff:bd:0d:cb:d7:a7, 2085-97-44 00:12:248:-051, 0.021, -0.995, -0.023, -0.366, 0.305, 0.549, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.804,ff:bd:0d:cb:d7:a7, 2085-97-44 00:12:248:-051, 0.021, -0.994, -0.025, -0.366, 0.244, 0.549, 0.011, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.819,f9:a2:89:42:44:2c, 2085-113-81 00:81:89:-15911, -0.677, -0.733, -0.019, -0.427, -0.244, -0.061, 0.005, 0.005, -52.652, -8.300, 5.067, 36.700, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:50.863,ff:bd:0d:cb:d7:a7, 2085-97-42 00:11:248:-049, 0.021, -0.995, -0.024, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.863,ff:bd:0d:cb:d7:a7, 2085-113-58 00:43:32:-1186, 0.021, -0.995, -0.024, -0.366, 0.305, 0.61, 0.005, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.863,ff:bd:0d:cb:d7:a7, 2085-113-58 00:43:32:-1186, 0.021, -0.994, -0.024, -0.427, 0.305, 0.61, 0.011, -0.016, 105.293, 55.600, -3.847, -59.000, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.893,ff:bd:0d:cb:d7:a7, 2085-113-58 00:43:32:-1186, 0.021, -0.994, -0.024, -0.427, 0.305, 0.61, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.893,ff:bd:0d:cb:d7:a7, 2085-97-41 00:11:248:-047, 0.02, -0.994, -0.024, -0.427, 0.305, 0.61, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42841, 0.5733, -0.55054,
 13:47:50.939,f9:a2:89:42:44:2c, 2085-97-148 250:35:250:-042, -0.677, -0.732, -0.021, -0.427, -0.305, -0.061, 0.005, 0.005, -52.652, -8.300, 5.067, 36.700, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:50.983,ff:bd:0d:cb:d7:a7, 2085-97-41 00:11:248:-047, 0.021, -0.995, -0.023, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.014,ff:bd:0d:cb:d7:a7, 2085-97-43 00:12:248:-052, 0.021, -0.994, -0.025, -0.427, 0.305, 0.549, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.014,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.021, -0.994, -0.025, -0.427, 0.305, 0.549, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.045,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.021, -0.994, -0.024, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.059,f9:a2:89:42:44:2c, 2085-97-148 250:35:250:-040, -0.678, -0.733, -0.02, -0.427, -0.244, -0.061, 0.005, 0.005, -52.652, -8.300, 5.067, 36.700, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:51.059,f9:a2:89:42:44:2c, 2085-113-58 00:06:250:720, -0.678, -0.732, -0.02, -0.427, -0.244, -0.061, 0.005, 0.005, -52.652, -8.300, 5.067, 36.700, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:51.104,ff:bd:0d:cb:d7:a7, 2085-97-43 00:12:248:-049, 0.021, -0.994, -0.024, -0.366, 0.305, 0.549, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.104,ff:bd:0d:cb:d7:a7, 2085-97-43 00:12:248:-049, 0.021, -0.994, -0.024, -0.366, 0.305, 0.549, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.150,f9:a2:89:42:44:2c, 2085-97-150 250:33:250:-040, -0.678, -0.732, -0.021, -0.427, -0.244, -0.061, 0.005, 0.005, -52.652, -10.200, 4.800, 36.100, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:51.165,ff:bd:0d:cb:d7:a7, 2085-97-43 00:12:248:-049, 0.02, -0.994, -0.024, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 54.900, -7.907, -58.200, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.208,f9:a2:89:42:44:2c, 2085-113-81 00:81:89:-15911, -0.678, -0.733, -0.02, -0.427, -0.244, -0.061, 0.005, 0.005, -52.652, -10.200, 4.800, 36.100, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:51.225,ff:bd:0d:cb:d7:a7, 2085-97-41 00:11:248:-049, 0.02, -0.995, -0.024, -0.427, 0.305, 0.549, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.225,ff:bd:0d:cb:d7:a7, 2085-97-43 00:13:248:-050, 0.021, -0.995, -0.024, -0.427, 0.305, 0.549, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.225,ff:bd:0d:cb:d7:a7, 2085-113-81 00:02:201:14037, 0.021, -0.994, -0.024, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.253,ff:bd:0d:cb:d7:a7, 2085-113-81 00:02:201:14037, 0.021, -0.994, -0.024, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.284,ff:bd:0d:cb:d7:a7, 2085-97-42 00:11:248:-049, 0.021, -0.995, -0.024, -0.366, 0.305, 0.549, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.284,ff:bd:0d:cb:d7:a7, 2085-97-44 00:11:248:-050, 0.021, -0.995, -0.024, -0.366, 0.305, 0.549, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.330,f9:a2:89:42:44:2c, 2085-97-149 250:35:250:-042, -0.678, -0.732, -0.021, -0.427, -0.244, -0.061, 0.005, 0.005, -52.652, -10.200, 4.800, 36.100, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:51.374,ff:bd:0d:cb:d7:a7, 2085-97-44 00:11:248:-050, 0.021, -0.995, -0.024, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.404,ff:bd:0d:cb:d7:a7, 2085-97-43 00:12:248:-049, 0.021, -0.994, -0.024, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.404,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.021, -0.994, -0.024, -0.366, 0.305, 0.61, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.420,f9:a2:89:42:44:2c, 2085-97-150 250:35:250:-041, -0.677, -0.732, -0.02, -0.427, -0.244, -0.061, 0, 0.005, -52.652, -10.200, 5.220, 35.600, 24.11, 0.69778, -0.48557, 0.52377, -0.05377,
 13:47:51.464,ff:bd:0d:cb:d7:a7, 2085-97-42 00:12:248:-049, 0.008, -0.994, -0.024, -0.366, 0.305, 0.549, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.464,ff:bd:0d:cb:d7:a7, 2085-113-58 00:193:32:-1326, 0.008, -0.996, -0.039, 0, 0.488, 0, 0.011, -0.016, 105.293, 56.800, -7.227, -58.600, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.494,ff:bd:0d:cb:d7:a7, 2085-113-58 00:193:32:-1326, 0.008, -0.996, -0.039, 0, 0.488, 0, 0.011, -0.016, 105.293, 55.900, -8.840, -58.800, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.494,ff:bd:0d:cb:d7:a7, 2085-97-185 255:46:248:-216, -0.035, -0.996, -0.039, 0, 0.488, 0, 0.011, -0.016, 105.293, 55.900, -8.840, -58.800, 24.36, -0.42963, 0.42838, 0.5733, -0.55054,
 13:47:51.539,f9:a2:89:42:44:2c, 2085-97-147 250:37:250:-041, -0.517, -0.732, -0.021, -0.427, -0.244, -0.061, 0, 0.005, -52.652, -10.200, 5.220, 35.600, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:51.584,ff:bd:0d:cb:d7:a7, 2085-97-185 255:46:248:-216, 0.031, -0.978, -0.105, 2.808, 2.014, -44.617, 0.099, -1.642, 105.348, 55.900, -8.840, -58.800, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.613,ff:bd:0d:cb:d7:a7, 2085-97-63 00:249:247:-078, 0.031, -1.003, -0.038, 2.441, -0.427, -68.115, 0.203, -4.609, 105.441, 55.900, -8.840, -58.800, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.613,ff:bd:0d:cb:d7:a7, 2085-97-143 00:08:248:-052, 0.07, -1.003, -0.038, 2.441, -0.427, -68.115, 0.203, -4.609, 105.441, 55.900, -8.840, -58.800, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.629,f9:a2:89:42:44:2c, 2085-97-195 250:09:250:-181, -0.662, -0.867, -0.197, 2.014, -5.737, 6.836, 0.027, 0.027, -52.63, -10.200, 5.220, 35.600, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:51.644,ff:bd:0d:cb:d7:a7, 2085-97-143 00:08:248:-052, 0.175, -0.996, -0.025, 2.869, -0.122, -87.769, 0.319, -8.591, 105.562, 55.900, -8.840, -58.800, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.734,ff:bd:0d:cb:d7:a7, 2085-97-103 01:83:248:-016, 0.175, -0.959, -0.008, 2.869, -1.221, -105.713, 0.456, -13.48, 105.705, 55.900, -8.840, -58.800, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.734,ff:bd:0d:cb:d7:a7, 2085-97-52 02:189:248:-033, 0.275, -0.959, -0.008, 2.869, -1.221, -105.713, 0.456, -13.48, 105.705, 55.900, -8.840, -58.800, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.750,f9:a2:89:42:44:2c, 2085-97-87 250:112:250:032, -0.752, -0.739, -0.004, 12.695, -15.198, 21.851, 2.296, 1.763, -50.993, -6.600, 3.973, 36.000, 24.11, 0.69775, -0.48557, 0.52377, -0.05377,
 13:47:51.765,ff:bd:0d:cb:d7:a7, 2085-97-52 02:189:248:-033, 0.39, -0.908, -0.016, 3.54, -0.732, -115.601, 0.599, -19.056, 105.848, 37.300, -5.787, -59.600, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.825,ff:bd:0d:cb:d7:a7, 2085-97-31 03:61:249:-032, 0.39, -0.845, -0.016, 3.784, -0.732, -122.742, 0.747, -25.071, 105.991, 37.300, -5.787, -59.600, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.825,ff:bd:0d:cb:d7:a7, 2085-113-81 00:71:184:8507, 0.508, -0.845, -0.016, 3.784, -0.732, -122.742, 0.747, -25.071, 105.991, 37.300, -5.787, -59.600, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.825,ff:bd:0d:cb:d7:a7, 2085-113-81 00:71:184:8507, 0.508, -0.782, -0.007, 3.845, -0.793, -124.756, 0.895, -31.344, 106.133, 37.300, -5.787, -59.600, 24.36, -0.44266, 0.4144, 0.58243, -0.54129,
 13:47:51.839,f9:a2:89:42:44:2c, 2085-97-215 249:201:250:219, -0.78, -0.665, 0.085, 11.597, -12.878, 19.043, 5.312, 3.862, -48.763, -6.600, 3.973, 36.000, 24.11, 0.72861, -0.44324, 0.52151, -0.02359,
 13:47:51.855,ff:bd:0d:cb:d7:a7, 2085-113-81 00:71:184:8507, 0.508, -0.782, -0.007, 3.845, -0.793, -124.756, 0.895, -31.344, 106.133, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:51.855,ff:bd:0d:cb:d7:a7, 2085-97-182 04:62:250:-003, 0.589, -0.782, -0.007, 3.845, -0.793, -124.756, 0.895, -31.344, 106.133, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:51.913,ff:bd:0d:cb:d7:a7, 2085-97-182 04:62:250:-003, 0.634, -0.72, -0.001, 3.967, -1.099, -126.221, 1.033, -37.7, 106.271, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:51.959,f9:a2:89:42:44:2c, 2085-97-195 249:229:250:230, -0.774, -0.642, 0.11, 2.502, -3.418, 4.456, 7.147, 5.026, -47.379, -6.600, 3.973, 36.000, 24.11, 0.72861, -0.44324, 0.52151, -0.02359,
 13:47:51.974,ff:bd:0d:cb:d7:a7, 2085-97-18 05:161:250:-008, 0.634, -0.671, -0.004, 3.723, -0.732, -126.16, 1.165, -44.006, 106.397, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:51.974,ff:bd:0d:cb:d7:a7, 2085-97-08 06:125:251:-003, 0.754, -0.671, -0.004, 3.723, -0.732, -126.16, 1.165, -44.006, 106.397, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:51.989,f9:a2:89:42:44:2c, 2085-97-240 249:189:250:168, -0.733, -0.643, 0.105, -8.484, 7.935, -12.085, 6.564, 4.68, -47.84, -6.600, 3.973, 36.000, 24.11, 0.72861, -0.44324, 0.52151, -0.02359,
 13:47:52.034,ff:bd:0d:cb:d7:a7, 2085-97-08 06:125:251:-003, 0.785, -0.564, -0.001, 3.723, -0.732, -122.62, 1.285, -50.262, 106.512, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:52.034,ff:bd:0d:cb:d7:a7, 2085-113-58 00:200:10:-1011, 0.785, -0.497, -0.001, 3.723, -0.793, -123.535, 1.406, -56.387, 106.628, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:52.034,ff:bd:0d:cb:d7:a7, 2085-113-58 00:200:10:-1011, 0.785, -0.497, -0.001, 3.723, -0.793, -123.535, 1.406, -56.387, 106.628, 37.300, -5.787, -59.600, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:52.065,ff:bd:0d:cb:d7:a7, 2085-113-58 00:200:10:-1011, 0.867, -0.497, -0.001, 3.723, -0.793, -123.535, 1.406, -56.387, 106.628, 18.400, -6.740, -45.500, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:52.080,f9:a2:89:42:44:2c, 2085-113-58 00:170:251:441, -0.716, -0.677, 0.055, -15.625, 15.808, -23.254, 3.928, 2.961, -49.828, -7.400, 2.940, 35.800, 24.11, 0.72861, -0.44324, 0.52151, -0.02359,
 13:47:52.094,ff:bd:0d:cb:d7:a7, 2085-97-239 06:244:252:-002, 0.867, -0.381, -0.001, 3.845, -0.732, -122.314, 1.522, -62.567, 106.732, 18.400, -6.740, -45.500, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:52.094,ff:bd:0d:cb:d7:a7, 2085-113-81 00:157:170:1001, 0.902, -0.381, -0.001, 3.845, -0.732, -122.314, 1.522, -62.567, 106.732, 18.400, -6.740, -45.500, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
 13:47:52.094,ff:bd:0d:cb:d7:a7, 2085-113-81 00:157:170:1001, 0.902, -0.287, 0, 3.662, -0.671, -123.047, 1.642, -68.736, 106.831, 18.400, -6.740, -45.500, 24.36, -0.56033, 0.25961, 0.6608, -0.42645,
