Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:48:00.674,ff:bd:0d:cb:d7:a7, 2085-97-05 06:133:251:-003, 0.82, -0.56, -0.001, 3.906, -1.038, -121.521, 1.247, -45.89, 109.951, 38.900, -3.833, -57.700, 24.32, 0.53149, -0.26385, -0.65955, 0.46124,
 13:48:00.689,f9:a2:89:42:44:2c, 2085-97-04 250:183:250:141, -0.746, -0.647, 0.096, -8.362, 8.057, -12.329, 6.372, 4.466, -46.747, -5.900, 6.013, 35.800, 24.36, 0.72812, -0.4502, 0.51648, -0.01715,
 13:48:00.734,ff:bd:0d:cb:d7:a7, 2085-97-144 06:66:252:007, 0.82, -0.468, 0.003, 3.784, -0.854, -122.192, 1.373, -52.097, 110.127, 38.900, -3.833, -57.700, 24.32, 0.53149, -0.26385, -0.65955, 0.46124,
 13:48:00.734,ff:bd:0d:cb:d7:a7, 2085-113-58 00:80:10:-810, 0.858, -0.468, 0.003, 3.784, -0.854, -122.192, 1.373, -52.097, 110.127, 38.900, -3.833, -57.700, 24.32, 0.53149, -0.26385, -0.65955, 0.46124,
 13:48:00.734,ff:bd:0d:cb:d7:a7, 2085-113-58 00:80:10:-810, 0.858, -0.392, 0.006, 3.601, -0.732, -119.812, 1.5, -58.206, 110.275, 38.900, -3.833, -57.700, 24.32, 0.53149, -0.26385, -0.65955, 0.46124,
 13:48:00.765,ff:bd:0d:cb:d7:a7, 2085-113-58 00:80:10:-810, 0.858, -0.392, 0.006, 3.601, -0.732, -119.812, 1.5, -58.206, 110.275, 17.600, -5.400, -44.900, 24.32, 0.53149, -0.26385, -0.65955, 0.46124,
 13:48:00.765,ff:bd:0d:cb:d7:a7, 2085-97-68 07:173:253:000, 0.908, -0.392, 0.006, 3.601, -0.732, -119.812, 1.5, -58.206, 110.275, 17.600, -5.400, -44.900, 24.32, 0.53149, -0.26385, -0.65955, 0.46124,
 13:48:00.780,f9:a2:89:42:44:2c, 2085-97-65 250:122:250:071, -0.689, -0.667, 0.068, -16.357, 16.357, -24.292, 3.719, 2.708, -48.697, -5.900, 6.013, 35.800, 24.36, 0.72812, -0.4502, 0.51648, -0.01715,
 13:48:00.839,f9:a2:89:42:44:2c, 2085-113-58 00:203:248:-015, -0.66, -0.714, 0.003, -21.484, 21.729, -31.921, -0.066, -0.126, -51.411, -12.300, -0.100, 36.100, 24.36, 0.72812, -0.4502, 0.51648, -0.01715,
 13:48:00.853,ff:bd:0d:cb:d7:a7, 2085-97-68 07:173:253:000, 0.91, -0.291, 0, 3.54, -0.793, -116.943, 1.626, -64.166, 110.435, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:00.884,ff:bd:0d:cb:d7:a7, 2085-97-71 07:79:254:001, 0.91, -0.211, 0, 3.601, -0.793, -118.042, 1.769, -70.043, 110.55, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:00.884,ff:bd:0d:cb:d7:a7, 2085-97-172 07:68:255:-005, 0.959, -0.211, 0, 3.601, -0.793, -118.042, 1.769, -70.043, 110.55, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:00.914,ff:bd:0d:cb:d7:a7, 2085-97-172 07:68:255:-005, 0.968, -0.092, -0.002, 3.601, -0.793, -117.371, 1.967, -75.992, 110.643, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:00.929,f9:a2:89:42:44:2c, 2085-97-230 250:05:250:-108, -0.604, -0.734, -0.033, -22.705, 23.193, -33.997, -2.093, -1.824, -52.811, -12.300, -0.100, 36.100, 24.36, 0.67435, -0.5217, 0.51797, -0.06842,
 13:48:00.974,ff:bd:0d:cb:d7:a7, 2085-97-190 07:29:00:-012, 0.968, 0.014, -0.006, 3.54, -0.671, -117.432, 2.296, -81.92, 110.577, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:00.974,ff:bd:0d:cb:d7:a7, 2085-97-205 07:254:00:-008, 0.975, 0.014, -0.006, 3.54, -0.671, -117.432, 2.296, -81.92, 110.577, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.034,ff:bd:0d:cb:d7:a7, 2085-97-205 07:254:00:-008, 0.956, 0.124, -0.004, 3.601, -0.61, -116.028, 5.361, -87.83, 107.814, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.049,f9:a2:89:42:44:2c, 2085-97-112 251:176:249:-260, -0.542, -0.773, -0.097, -25.635, 26.489, -38.574, -6.262, -5.746, -55.552, -12.300, -0.100, 36.100, 24.36, 0.67435, -0.5217, 0.51797, -0.06842,
 13:48:01.095,ff:bd:0d:cb:d7:a7, 2085-97-165 07:207:01:-011, 0.956, 0.226, -0.005, 3.723, -0.671, -117.676, -178.693, -83.853, -67.863, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.095,ff:bd:0d:cb:d7:a7, 2085-113-58 00:248:07:-1852, 0.918, 0.226, -0.005, 3.723, -0.671, -117.676, -178.693, -83.853, -67.863, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.095,ff:bd:0d:cb:d7:a7, 2085-113-58 00:248:07:-1852, 0.918, 0.316, -0.003, 3.662, -0.793, -120.3, -178.215, -77.838, -68.016, 17.600, -5.400, -44.900, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.125,ff:bd:0d:cb:d7:a7, 2085-113-58 00:248:07:-1852, 0.918, 0.316, -0.003, 3.662, -0.793, -120.3, -178.215, -77.838, -68.016, 13.600, -12.347, -15.300, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.125,ff:bd:0d:cb:d7:a7, 2085-97-11 07:96:03:-012, 0.88, 0.316, -0.003, 3.662, -0.793, -120.3, -178.215, -77.838, -68.016, 13.600, -12.347, -15.300, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.139,f9:a2:89:42:44:2c, 2085-97-246 251:128:249:-391, -0.476, -0.8, -0.156, -27.771, 28.381, -41.504, -10.344, -10.201, -58.019, -24.100, 1.440, 33.200, 24.36, 0.67435, -0.5217, 0.51797, -0.06842,
 13:48:01.155,ff:bd:0d:cb:d7:a7, 2085-97-11 07:96:03:-012, 0.819, 0.422, -0.006, 3.967, -0.732, -123.169, -178, -71.647, -67.934, 13.600, -12.347, -15.300, 24.32, 0.65964, -0.00589, -0.70639, 0.25635,
 13:48:01.155,ff:bd:0d:cb:d7:a7, 2085-113-81 00:76:90:8650, 0.819, 0.507, -0.003, 3.845, -0.916, -125.549, -177.841, -65.402, -67.72, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.199,f9:a2:89:42:44:2c, 2085-113-81 00:49:76:-19813, -0.418, -0.821, -0.213, -29.785, 30.701, -44.861, -14.249, -15.09, -60.128, -24.100, 1.440, 33.200, 24.36, 0.59525, -0.60464, 0.51196, -0.13361,
 13:48:01.245,ff:bd:0d:cb:d7:a7, 2085-113-81 00:76:90:8650, 0.819, 0.507, -0.003, 3.845, -0.916, -125.549, -177.841, -65.402, -67.72, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.245,ff:bd:0d:cb:d7:a7, 2085-97-57 06:223:04:-019, 0.778, 0.507, -0.003, 3.845, -0.916, -125.549, -177.841, -65.402, -67.72, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.274,ff:bd:0d:cb:d7:a7, 2085-97-57 06:223:04:-019, 0.713, 0.609, -0.009, 3.784, -0.916, -126.526, -177.693, -59.041, -67.588, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.289,f9:a2:89:42:44:2c, 2085-97-06 253:44:249:-618, -0.324, -0.838, -0.265, -30.518, 30.945, -45.715, -16.15, -17.699, -61.057, -24.100, 1.440, 33.200, 24.36, 0.59525, -0.60464, 0.51196, -0.13361,
 13:48:01.335,ff:bd:0d:cb:d7:a7, 2085-97-181 05:168:05:-033, 0.713, 0.707, -0.016, 3.967, -0.854, -127.258, -177.545, -52.652, -67.5, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.335,ff:bd:0d:cb:d7:a7, 2085-97-14 05:72:06:-040, 0.632, 0.707, -0.016, 3.967, -0.854, -127.258, -177.545, -52.652, -67.5, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.364,ff:bd:0d:cb:d7:a7, 2085-97-14 05:72:06:-040, 0.545, 0.785, -0.02, 3.967, -0.854, -128.052, -177.402, -46.214, -67.401, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.364,ff:bd:0d:cb:d7:a7, 2085-113-58 00:134:16:-3024, 0.545, 0.872, -0.025, 4.15, -0.671, -130.859, -177.259, -39.628, -67.286, 13.600, -12.347, -15.300, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.379,f9:a2:89:42:44:2c, 2085-97-200 253:11:249:-774, -0.245, -0.864, -0.343, -29.846, 30.64, -44.8, -19.715, -23, -62.589, -24.100, 1.440, 33.200, 24.36, 0.59525, -0.60464, 0.51196, -0.13361,
 13:48:01.439,f9:a2:89:42:44:2c, 2085-113-58 00:248:233:428, -0.192, -0.863, -0.392, -28.625, 29.419, -42.908, -22.928, -28.196, -63.71, -37.600, 2.853, 25.300, 24.36, 0.59525, -0.60464, 0.51196, -0.13361,
 13:48:01.455,ff:bd:0d:cb:d7:a7, 2085-113-58 00:134:16:-3024, 0.545, 0.872, -0.025, 4.15, -0.671, -130.859, -177.259, -39.628, -67.286, 28.200, -20.160, 19.100, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.455,ff:bd:0d:cb:d7:a7, 2085-97-128 03:86:07:-052, 0.438, 0.872, -0.025, 4.15, -0.671, -130.859, -177.259, -39.628, -67.286, 28.200, -20.160, 19.100, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.455,ff:bd:0d:cb:d7:a7, 2085-113-81 00:10:86:14968, 0.438, 0.917, -0.025, 3.967, -0.916, -131.409, -177.111, -33.008, -67.159, 28.200, -20.160, 19.100, 24.32, 0.70544, 0.26398, -0.65756, 0.01187,
 13:48:01.484,ff:bd:0d:cb:d7:a7, 2085-113-81 00:10:86:14968, 0.369, 0.917, -0.025, 3.967, -0.916, -131.409, -177.111, -33.008, -67.159, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.515,ff:bd:0d:cb:d7:a7, 2085-97-243 02:227:07:-058, 0.369, 0.986, -0.028, 3.906, -0.977, -129.578, -176.957, -26.395, -67.022, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.515,ff:bd:0d:cb:d7:a7, 2085-97-235 01:39:08:-074, 0.24, 0.986, -0.028, 3.906, -0.977, -129.578, -176.957, -26.395, -67.022, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.559,f9:a2:89:42:44:2c, 2085-97-205 254:11:249:-944, -0.101, -0.863, -0.432, -27.71, 28.198, -41.504, -24.417, -30.729, -64.138, -37.600, 2.853, 25.300, 24.36, 0.47629, -0.69675, 0.49106, -0.21555,
 13:48:01.574,ff:bd:0d:cb:d7:a7, 2085-97-235 01:39:08:-074, 0.143, 1.019, -0.036, 3.967, -0.732, -130.615, -176.797, -19.841, -66.874, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.649,f9:a2:89:42:44:2c, 2085-97-119 255:16:249:-1056, -0.048, -0.877, -0.496, -22.644, 23.193, -33.997, -27.015, -35.294, -64.737, -37.600, 2.853, 25.300, 24.36, 0.47629, -0.69675, 0.49106, -0.21555,
 13:48:01.665,ff:bd:0d:cb:d7:a7, 2085-97-37 01:99:08:-077, 0.143, 1.048, -0.038, 3.906, -0.793, -127.502, -176.627, -13.321, -66.714, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.665,ff:bd:0d:cb:d7:a7, 2085-97-20 00:94:08:-089, 0.01, 1.048, -0.038, 3.906, -0.793, -127.502, -176.627, -13.321, -66.714, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.694,ff:bd:0d:cb:d7:a7, 2085-97-20 00:94:08:-089, -0.119, 1.046, -0.043, 3.967, -0.671, -127.808, -176.44, -6.839, -66.539, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.694,ff:bd:0d:cb:d7:a7, 2085-113-58 00:66:39:-4690, -0.119, 1.034, -0.047, 4.028, -1.038, -131.104, -176.232, -0.385, -66.346, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.694,ff:bd:0d:cb:d7:a7, 2085-113-58 00:66:39:-4690, -0.119, 1.034, -0.047, 4.028, -1.038, -131.104, -176.232, -0.385, -66.346, 28.200, -20.160, 19.100, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.725,ff:bd:0d:cb:d7:a7, 2085-113-58 00:66:39:-4690, -0.195, 1.034, -0.047, 4.028, -1.038, -131.104, -176.232, -0.385, -66.346, 67.000, -31.267, 39.500, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.739,f9:a2:89:42:44:2c, 2085-97-216 255:41:249:-1097, 0.01, -0.857, -0.516, -18.25, 18.433, -26.978, -29.075, -39.023, -65.072, -44.100, -2.260, 19.100, 24.36, 0.47629, -0.69675, 0.49106, -0.21555,
 13:48:01.784,ff:bd:0d:cb:d7:a7, 2085-97-112 254:98:08:-106, -0.195, 1.048, -0.052, 3.906, -0.916, -129.395, -176.006, 6.163, -66.132, 67.000, -31.267, 39.500, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.784,ff:bd:0d:cb:d7:a7, 2085-113-81 00:240:69:20786, -0.297, 1.048, -0.052, 3.906, -0.916, -129.395, -176.006, 6.163, -66.132, 67.000, -31.267, 39.500, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.784,ff:bd:0d:cb:d7:a7, 2085-113-81 00:240:69:20786, -0.297, 1.027, -0.055, 3.967, -0.854, -128.601, -175.743, 12.695, -65.885, 67.000, -31.267, 39.500, 24.32, 0.67218, 0.45679, -0.54953, -0.19351,
 13:48:01.829,f9:a2:89:42:44:2c, 2085-113-81 00:47:52:-24146, 0.026, -0.857, -0.56, -12.878, 12.878, -19.226, -30.586, -41.803, -65.231, -44.100, -2.260, 19.100, 24.36, 0.40768, -0.73688, 0.47424, -0.25644,
 13:48:01.843,ff:bd:0d:cb:d7:a7, 2085-113-81 00:240:69:20786, -0.297, 1.027, -0.055, 3.967, -0.854, -128.601, -175.743, 12.695, -65.885, 67.000, -31.267, 39.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:01.843,ff:bd:0d:cb:d7:a7, 2085-97-163 252:204:07:-117, -0.42, 1.027, -0.055, 3.967, -0.854, -128.601, -175.743, 12.695, -65.885, 67.000, -31.267, 39.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:01.903,ff:bd:0d:cb:d7:a7, 2085-97-163 252:204:07:-117, -0.524, 0.975, -0.057, 3.967, -0.671, -127.686, -175.446, 19.193, -65.599, 67.000, -31.267, 39.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:01.919,f9:a2:89:42:44:2c, 2085-97-79 00:64:249:-1161, 0.043, -0.85, -0.566, -10.01, 9.766, -14.832, -31.146, -42.83, -65.275, -44.100, -2.260, 19.100, 24.36, 0.40768, -0.73688, 0.47424, -0.25644,
 13:48:01.935,ff:bd:0d:cb:d7:a7, 2085-97-207 251:102:07:-126, -0.524, 0.925, -0.062, 4.028, -0.854, -129.272, -175.095, 25.724, -65.259, 67.000, -31.267, 39.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:01.935,ff:bd:0d:cb:d7:a7, 2085-97-19 251:237:06:-133, -0.616, 0.925, -0.062, 4.028, -0.854, -129.272, -175.095, 25.724, -65.259, 67.000, -31.267, 39.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:01.949,f9:a2:89:42:44:2c, 2085-97-100 00:69:249:-1172, 0.05, -0.838, -0.563, -5.127, 4.578, -7.141, -31.855, -44.143, -65.325, -44.100, -2.260, 19.100, 24.36, 0.40768, -0.73688, 0.47424, -0.25644,
 13:48:01.964,ff:bd:0d:cb:d7:a7, 2085-97-19 251:237:06:-133, -0.687, 0.866, -0.065, 3.906, -0.854, -126.953, -174.683, 32.168, -64.863, 67.000, -31.267, 39.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:02.010,f9:a2:89:42:44:2c, 2085-113-58 00:162:229:-036, 0.048, -0.836, -0.569, -0.183, -0.488, 0.183, -32.058, -44.528, -65.336, -45.000, -0.240, 17.100, 24.36, 0.40768, -0.73688, 0.47424, -0.25644,
 13:48:02.024,ff:bd:0d:cb:d7:a7, 2085-97-130 250:105:06:-134, -0.687, 0.801, -0.065, 3.662, -0.732, -122.314, -174.199, 38.436, -64.391, 67.000, -31.267, 39.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:02.054,ff:bd:0d:cb:d7:a7, 2085-113-58 00:109:56:-5580, -0.764, 0.801, -0.065, 3.662, -0.732, -122.314, -174.199, 38.436, -64.391, 96.300, -37.200, 29.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:02.085,ff:bd:0d:cb:d7:a7, 2085-97-228 249:197:05:-134, -0.764, 0.721, -0.065, 3.784, -0.793, -122.559, -173.611, 44.615, -63.814, 96.300, -37.200, 29.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:02.085,ff:bd:0d:cb:d7:a7, 2085-97-89 249:19:05:-143, -0.832, 0.721, -0.065, 3.784, -0.793, -122.559, -173.611, 44.615, -63.814, 96.300, -37.200, 29.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:02.085,ff:bd:0d:cb:d7:a7, 2085-113-81 00:53:45:23643, -0.832, 0.634, -0.07, 3.723, -0.793, -120.789, -172.859, 50.74, -63.067, 96.300, -37.200, 29.500, 24.32, 0.54639, 0.63434, -0.34808, -0.42163,
 13:48:02.099,f9:a2:89:42:44:2c, 2085-113-81 00:26:50:-24418, 0.042, -0.837, -0.565, 1.831, -2.686, 3.235, -31.992, -44.423, -65.33, -45.000, -0.240, 17.100, 24.36, 0.39142, -0.74518, 0.46988, -0.26569,
 13:48:02.143,ff:bd:0d:cb:d7:a7, 2085-113-81 00:53:45:23643, -0.906, 0.634, -0.07, 3.723, -0.793, -120.789, -172.859, 50.74, -63.067, 96.300, -37.200, 29.500, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.174,ff:bd:0d:cb:d7:a7, 2085-97-193 248:70:04:-143, -0.906, 0.534, -0.07, 3.723, -0.732, -121.887, -171.843, 56.882, -62.067, 96.300, -37.200, 29.500, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.174,ff:bd:0d:cb:d7:a7, 2085-97-27 248:93:03:-150, -0.987, 0.534, -0.07, 3.723, -0.732, -121.887, -171.843, 56.882, -62.067, 96.300, -37.200, 29.500, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.220,f9:a2:89:42:44:2c, 2085-97-73 00:67:249:-1154, 0.024, -0.838, -0.562, 3.845, -4.822, 6.348, -31.822, -44.116, -65.325, -45.000, -0.240, 17.100, 24.36, 0.39142, -0.74518, 0.46988, -0.26569,
 13:48:02.249,f9:a2:89:42:44:2c, 2085-97-25 00:55:249:-1134, -0.015, -0.844, -0.558, 7.629, -8.728, 12.207, -31.201, -42.973, -65.297, -45.000, -0.240, 17.100, 24.36, 0.39142, -0.74518, 0.46988, -0.26569,
 13:48:02.263,ff:bd:0d:cb:d7:a7, 2085-97-27 248:93:03:-150, -1, 0.42, -0.073, 3.906, -0.854, -123.962, -170.398, 62.996, -60.634, 96.300, -37.200, 29.500, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.295,ff:bd:0d:cb:d7:a7, 2085-97-01 248:186:02:-164, -1, 0.341, -0.08, 3.784, -0.549, -125.122, -168.107, 69.225, -58.354, 96.300, -37.200, 29.500, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.295,ff:bd:0d:cb:d7:a7, 2085-97-241 247:233:01:-145, -1.007, 0.341, -0.08, 3.784, -0.549, -125.122, -168.107, 69.225, -58.354, 96.300, -37.200, 29.500, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.295,ff:bd:0d:cb:d7:a7, 2085-113-58 00:241:59:-4645, -1.007, 0.239, -0.071, 3.845, -0.61, -122.62, -163.982, 75.317, -54.185, 96.300, -37.200, 29.500, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.325,ff:bd:0d:cb:d7:a7, 2085-113-58 00:241:59:-4645, -1.003, 0.239, -0.071, 3.845, -0.61, -122.62, -163.982, 75.317, -54.185, 102.300, -30.967, -0.800, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.339,f9:a2:89:42:44:2c, 2085-113-58 00:205:231:491, -0.032, -0.846, -0.53, 11.292, -12.634, 17.639, -30.19, -41.127, -65.22, -41.300, 3.273, 19.100, 24.36, 0.39142, -0.74518, 0.46988, -0.26569,
 13:48:02.384,ff:bd:0d:cb:d7:a7, 2085-97-250 247:25:01:-140, -1.003, 0.137, -0.068, 3.54, -0.732, -118.408, -155.44, 81.118, -45.637, 102.300, -30.967, -0.800, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.384,ff:bd:0d:cb:d7:a7, 2085-113-81 00:229:20:23739, -1.015, 0.137, -0.068, 3.54, -0.732, -118.408, -155.44, 81.118, -45.637, 102.300, -30.967, -0.800, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.384,ff:bd:0d:cb:d7:a7, 2085-113-81 00:229:20:23739, -1.015, 0.031, -0.068, 3.784, -0.671, -120.911, -127.634, 86.149, -17.831, 102.300, -30.967, -0.800, 24.32, 0.35318, 0.72153, -0.10867, -0.58542,
 13:48:02.429,f9:a2:89:42:44:2c, 2085-113-81 00:207:54:-23777, -0.048, -0.852, -0.524, 13.062, -14.465, 20.325, -29.553, -39.957, -65.154, -41.300, 3.273, 19.100, 24.36, 0.42819, -0.72562, 0.47961, -0.24493,
 13:48:02.445,ff:bd:0d:cb:d7:a7, 2085-113-81 00:229:20:23739, -1.015, 0.031, -0.068, 3.784, -0.671, -120.911, -127.634, 86.149, -17.831, 102.300, -30.967, -0.800, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.445,ff:bd:0d:cb:d7:a7, 2085-97-228 247:90:255:-138, -1.014, 0.031, -0.068, 3.784, -0.671, -120.911, -127.634, 86.149, -17.831, 102.300, -30.967, -0.800, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.489,f9:a2:89:42:44:2c, 2085-97-102 255:26:249:-1030, -0.096, -0.861, -0.523, 14.709, -16.174, 22.888, -28.828, -38.639, -65.061, -41.300, 3.273, 19.100, 24.36, 0.42819, -0.72562, 0.47961, -0.24493,
 13:48:02.503,ff:bd:0d:cb:d7:a7, 2085-97-228 247:90:255:-138, -0.982, -0.081, -0.067, 3.601, -0.671, -119.385, -51.515, 86.347, 58.271, 102.300, -30.967, -0.800, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.535,ff:bd:0d:cb:d7:a7, 2085-97-36 248:144:254:-135, -0.982, -0.18, -0.066, 3.662, -0.61, -118.958, -21.511, 81.431, 88.281, 102.300, -30.967, -0.800, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.535,ff:bd:0d:cb:d7:a7, 2085-97-59 248:170:253:-139, -0.971, -0.18, -0.066, 3.662, -0.61, -118.958, -21.511, 81.431, 88.281, 102.300, -30.967, -0.800, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.549,f9:a2:89:42:44:2c, 2085-97-248 254:04:249:-974, -0.161, -0.871, -0.496, 18.86, -20.752, 29.175, -27.065, -35.453, -64.77, -41.300, 3.273, 19.100, 24.36, 0.42819, -0.72562, 0.47961, -0.24493,
 13:48:02.565,ff:bd:0d:cb:d7:a7, 2085-97-59 248:170:253:-139, -0.917, -0.292, -0.068, 3.723, -0.793, -118.225, -12.59, 75.745, 97.191, 102.300, -30.967, -0.800, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.610,f9:a2:89:42:44:2c, 2085-113-58 00:96:235:321, -0.21, -0.878, -0.462, 23.071, -24.841, 35.461, -24.857, -31.558, -64.265, -35.200, 2.140, 26.100, 24.36, 0.42819, -0.72562, 0.47961, -0.24493,
 13:48:02.624,ff:bd:0d:cb:d7:a7, 2085-97-170 248:247:252:-126, -0.917, -0.379, -0.062, 3.601, -0.854, -116.394, -8.503, 69.933, 101.283, 102.300, -30.967, -0.800, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.656,ff:bd:0d:cb:d7:a7, 2085-113-58 00:111:54:-3558, -0.871, -0.379, -0.062, 3.601, -0.854, -116.394, -8.503, 69.933, 101.283, 92.900, -23.720, -29.000, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.685,ff:bd:0d:cb:d7:a7, 2085-97-08 249:50:252:-127, -0.871, -0.476, -0.062, 3.357, -0.732, -110.901, -6.224, 64.286, 103.557, 92.900, -23.720, -29.000, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.685,ff:bd:0d:cb:d7:a7, 2085-97-114 249:135:251:-118, -0.819, -0.476, -0.062, 3.357, -0.732, -110.901, -6.224, 64.286, 103.557, 92.900, -23.720, -29.000, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.685,ff:bd:0d:cb:d7:a7, 2085-113-81 00:225:246:21380, -0.819, -0.559, -0.058, 3.235, -0.671, -107.056, -4.79, 58.859, 104.991, 92.900, -23.720, -29.000, 24.32, 0.16324, 0.72446, 0.0965, -0.66263,
 13:48:02.700,f9:a2:89:42:44:2c, 2085-113-81 00:229:64:-22153, -0.25, -0.871, -0.421, 24.17, -26.245, 37.292, -23.577, -29.372, -63.907, -35.200, 2.140, 26.100, 24.36, 0.50699, -0.67606, 0.49731, -0.19623,
 13:48:02.745,ff:bd:0d:cb:d7:a7, 2085-113-81 00:225:246:21380, -0.784, -0.559, -0.058, 3.235, -0.671, -107.056, -4.79, 58.859, 104.991, 92.900, -23.720, -29.000, 24.32, -0.07126, 0.65247, 0.32114, -0.68262,
