Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	ShiftX(mm)	ShiftY(mm)	ShiftZ(mm)	SpeedX(mm/s)	SpeedY(mm/s)	SpeedZ(mm/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(ʯt)	Magnetic field Y(ʯt)	Magnetic field Z(ʯt)	Temperature(℃)	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
 18:06:44.511	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.340	0.968	-0.058	-0.076	-4.333	-119.263	-1.404							80.321	-75.009	50.729	11.100	-27.800	9.333	24.62	-0.82455	0.20538	0.40689	0.33508	
 18:06:44.524	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.58	-0.514	0.626	-38.879	-41.687	-2.502							53.218	13.859	-137.296	-3.600	35.400	-5.933	24.35	0.24551	-0.28867	0.15735	-0.9119	
 18:06:44.554	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.594	-0.543	0.577	-39.246	-41.931	-2.625							50.306	12.2	-135.687	-21.200	35.700	-2.293	24.35	0.24551	-0.28867	0.15735	-0.9119	
 18:06:44.570	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.340	0.924	-0.061	-0.189	-4.089	-117.371	-1.404							27.922	-71.329	103.129	11.100	-27.800	9.333	24.62	-0.61502	0.32162	0.67685	0.24515	
 18:06:44.585	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.622	-0.552	0.546	-40.527	-43.274	-2.625							47.236	10.596	-133.918	-21.200	35.700	-2.293	24.35	0.24551	-0.28867	0.15735	-0.9119	
 18:06:44.629	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.665	0.905	-0.057	-0.274	-4.15	-119.202	-1.465							14.584	-65.863	116.477	11.100	-27.800	9.333	24.62	-0.61502	0.32162	0.67685	0.24515	
 18:06:44.660	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.665	0.859	-0.053	-0.379	-4.333	-120.056	-1.404							9.218	-60.024	121.844	11.100	-27.800	9.333	24.62	-0.61502	0.32162	0.67685	0.24515	
 18:06:44.689	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.665	0.806	-0.05	-0.471	-4.333	-120.483	-1.282							6.394	-54.091	124.651	11.100	-27.800	9.333	24.62	-0.61502	0.32162	0.67685	0.24515	
 18:06:44.704	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.638	-0.572	0.495	-41.26	-44.067	-2.563							43.934	9.02	-131.935	-21.200	35.700	-2.293	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:44.706	f9:a2:89:42:44:2c	2015-01-01 02:11:47.455	0.656	-0.587	0.452	-41.321	-44.128	-2.563							40.479	7.548	-129.76	-21.200	35.700	-2.293	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:44.765	f9:a2:89:42:44:2c	2015-01-01 02:11:47.840	0.679	-0.6	0.407	-40.588	-43.274	-2.563							36.925	6.207	-127.447	-21.200	35.700	-2.293	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:44.779	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.665	0.759	-0.053	-0.561	-4.272	-119.568	-1.343							4.675	-48.175	126.365	11.100	-27.800	9.333	24.62	-0.61502	0.32162	0.67685	0.24515	
 18:06:44.794	f9:a2:89:42:44:2c	2015-01-01 02:11:47.840	0.692	-0.619	0.352	-39.612	-42.358	-2.441							33.305	5.004	-125.035	-21.200	35.700	-2.293	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:44.810	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.665	0.687	-0.049	-0.654	-4.333	-118.53	-1.282							3.505	-42.275	127.529	11.100	-27.800	9.333	24.62	-0.61502	0.32162	0.67685	0.24515	
 18:06:44.869	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.665	0.621	-0.048	-0.731	-4.333	-119.324	-1.282							2.653	-36.37	128.381	21.100	11.300	20.960	24.62	-0.61502	0.32162	0.67685	0.24515	
 18:06:44.884	f9:a2:89:42:44:2c	2015-01-01 02:11:47.840	0.72	-0.63	0.306	-38.696	-41.26	-2.319							29.636	3.939	-122.531	-21.200	35.700	-2.293	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:44.899	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:51.665	0.539	-0.047	-0.82	-4.211	-119.751	-1.465							1.989	-30.372	129.045	21.100	11.300	20.960	24.62	-0.31918	0.39392	0.85339	0.12076	
 18:06:44.916	f9:a2:89:42:44:2c	2015-01-01 02:11:47.840	0.73	-0.647	0.246	-37.17	-39.673	-2.441							25.911	3.005	-119.954	-21.200	35.700	-2.293	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:44.944	f9:a2:89:42:44:2c	2015-01-01 02:11:47.840	0.732	-0.656	0.198	-35.278	-37.72	-2.319							22.225	2.225	-117.361	-36.000	24.400	-1.953	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:44.989	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	0.441	-0.039	-0.881	-4.272	-119.995	-1.526							1.467	-24.351	129.573	21.100	11.300	20.960	24.62	-0.31918	0.39392	0.85339	0.12076	
 18:06:45.004	f9:a2:89:42:44:2c	2015-01-01 02:11:47.840	0.742	-0.659	0.16	-33.081	-35.339	-2.136							18.66	1.593	-114.829	-36.000	24.400	-1.953	24.35	0.21973	-0.43332	0.23141	-0.8428	
 18:06:45.019	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	0.344	-0.033	-0.927	-4.272	-119.629	-1.465							1.038	-18.342	130.007	21.100	11.300	20.960	24.62	-0.31918	0.39392	0.85339	0.12076	
 18:06:45.050	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	0.236	-0.03	-0.972	-4.272	-120.667	-1.465							0.681	-12.299	130.369	21.100	11.300	20.960	24.62	-0.31918	0.39392	0.85339	0.12076	
 18:06:45.094	f9:a2:89:42:44:2c	2015-01-01 02:11:47.840	0.747	-0.662	0.119	-30.823	-32.898	-1.953							15.249	1.099	-112.379	-36.000	24.400	-1.953	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.109	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	0.145	-0.027	-0.999	-4.211	-117.371	-1.465							0.379	-6.361	130.671	21.100	11.300	20.960	24.62	-0.31918	0.39392	0.85339	0.12076	
 18:06:45.123	f9:a2:89:42:44:2c	2015-01-01 02:11:48.260	0.746	-0.663	0.086	-27.222	-29.114	-1.709							12.129	0.731	-110.127	-36.000	24.400	-1.953	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.155	f9:a2:89:42:44:2c	2015-01-01 02:11:48.260	0.753	-0.662	0.054	-24.841	-26.611	-1.526							9.305	0.478	-108.078	-36.000	24.400	-1.953	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.170	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	0.033	-0.022	-1.023	-4.272	-117.798	-1.16							0.121	-0.489	130.935	21.100	11.300	20.960	24.62	-0.31918	0.39392	0.85339	0.12076	
 18:06:45.214	f9:a2:89:42:44:2c	2015-01-01 02:11:48.260	0.758	-0.668	0.022	-21.79	-23.071	-1.282							6.784	0.302	-106.243	-36.000	24.400	-1.953	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.230	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	-0.055	-0.022	-1.035	-4.272	-118.652	-1.465							-0.104	5.4	131.166	54.100	35.900	25.673	24.62	-0.31918	0.39392	0.85339	0.12076	
 18:06:45.259	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	-0.159	-0.021	-1.048	-4.211	-118.408	-1.282							-0.302	11.31	131.375	54.100	35.900	25.673	24.62	0.01526	0.41113	0.91119	-0.01822	
 18:06:45.275	f9:a2:89:42:44:2c	2015-01-01 02:11:48.260	0.757	-0.672	-0.006	-18.494	-19.958	-1.16							4.581	0.198	-104.634	-36.000	24.400	-1.953	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.289	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.025	-0.267	-0.019	-1.041	-4.333	-119.263	-1.221							-0.489	17.238	131.561	54.100	35.900	25.673	24.62	0.01526	0.41113	0.91119	-0.01822	
 18:06:45.334	f9:a2:89:42:44:2c	2015-01-01 02:11:48.260	0.763	-0.674	-0.029	-15.32	-16.663	-0.977							2.725	0.143	-103.277	-36.000	24.400	-1.953	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.364	f9:a2:89:42:44:2c	2015-01-01 02:11:48.260	0.762	-0.674	-0.049	-12.085	-13	-0.793							1.192	0.115	-102.151	-42.900	20.500	2.847	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.378	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.380	-0.362	-0.014	-1.022	-4.395	-122.498	-1.648							-0.654	23.313	131.743	54.100	35.900	25.673	24.62	0.01526	0.41113	0.91119	-0.01822	
 18:06:45.395	f9:a2:89:42:44:2c	2015-01-01 02:11:48.260	0.76	-0.673	-0.059	-8.789	-9.644	-0.61							0.011	0.11	-101.288	-42.900	20.500	2.847	24.35	0.18597	-0.57281	0.30231	-0.73877	
 18:06:45.410	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.380	-0.46	-0.007	-0.996	-4.333	-123.23	-1.404							-0.807	29.509	131.907	54.100	35.900	25.673	24.62	0.01526	0.41113	0.91119	-0.01822	
 18:06:45.470	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.380	-0.583	-0.006	-0.952	-4.333	-121.399	-1.465							-0.95	35.678	132.061	54.100	35.900	25.673	24.62	0.01526	0.41113	0.91119	-0.01822	
 18:06:45.485	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.759	-0.67	-0.07	-5.493	-5.737	-0.305							-0.791	0.11	-100.701	-42.900	20.500	2.847	24.35	0.16376	-0.64093	0.33649	-0.67014	
 18:06:45.500	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.380	-0.671	-0.004	-0.886	-4.333	-123.84	-1.465							-1.077	41.836	132.209	54.100	35.900	25.673	24.62	0.01526	0.41113	0.91119	-0.01822	
 18:06:45.515	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.757	-0.667	-0.073	-2.38	-2.686	-0.122							-1.23	0.11	-100.377	-42.900	20.500	2.847	24.35	0.16376	-0.64093	0.33649	-0.67014	
 18:06:45.575	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.763	-0.667	-0.075	0.549	0.427	0							-1.335	0.11	-100.3	-42.900	20.500	2.847	24.35	0.16376	-0.64093	0.33649	-0.67014	
 18:06:45.589	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.380	-0.71	-0.003	-0.827	-4.456	-126.587	-1.404							-1.203	48.104	132.352	93.400	31.600	36.613	24.62	0.01526	0.41113	0.91119	-0.01822	
 18:06:45.604	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.757	-0.668	-0.07	3.601	3.662	0.122							-1.121	0.104	-100.448	-42.900	20.500	2.847	24.35	0.16376	-0.64093	0.33649	-0.67014	
 18:06:45.619	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.380	-0.792	0	-0.777	-4.456	-124.084	-1.404							-1.318	54.41	132.484	93.400	31.600	36.613	24.62	0.33612	0.37524	0.85062	-0.15012	
 18:06:45.651	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.380	-0.843	0	-0.688	-4.15	-121.704	-1.526							-1.423	60.551	132.616	93.400	31.600	36.613	24.62	0.33612	0.37524	0.85062	-0.15012	
 18:06:45.694	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.755	-0.666	-0.064	6.531	6.714	0.366							-0.56	0.093	-100.854	-42.900	20.500	2.847	24.35	0.16376	-0.64093	0.33649	-0.67014	
 18:06:45.709	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.740	-0.917	0.006	-0.599	-4.517	-120.3	-1.16							-1.5	66.676	132.759	93.400	31.600	36.613	24.62	0.33612	0.37524	0.85062	-0.15012	
 18:06:45.724	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.757	-0.662	-0.051	8.972	9.521	0.549							0.302	0.093	-101.481	-42.000	20.100	1.193	24.35	0.16376	-0.64093	0.33649	-0.67014	
 18:06:45.755	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.758	-0.666	-0.041	11.597	12.146	0.671							1.439	0.093	-102.305	-42.000	20.100	1.193	24.35	0.16376	-0.64093	0.33649	-0.67014	
 18:06:45.800	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.740	-0.965	0.001	-0.497	-4.517	-119.69	-1.099							-1.593	72.719	132.891	93.400	31.600	36.613	24.62	0.33612	0.37524	0.85062	-0.15012	
 18:06:45.814	f9:a2:89:42:44:2c	2015-01-01 02:11:48.645	0.76	-0.667	-0.025	13.672	14.526	0.916							2.834	0.121	-103.321	-42.000	20.100	1.193	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:45.830	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.740	-1.017	0.005	-0.393	-4.456	-117.004	-0.854							-1.67	78.657	133.022	93.400	31.600	36.613	24.62	0.33612	0.37524	0.85062	-0.15012	
 18:06:45.861	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.740	-1.043	-0.002	-0.29	-4.395	-118.53	-1.404							-1.796	84.501	133.11	93.400	31.600	36.613	24.62	0.33612	0.37524	0.85062	-0.15012	
 18:06:45.875	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.761	-0.671	-0.014	16.479	17.395	1.099							4.482	0.17	-104.518	-42.000	20.100	1.193	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:45.920	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.740	-1.012	-0.001	-0.189	-4.333	-120.361	-1.465							-2.12	90.428	133.039	104.200	-2.400	37.020	24.62	0.33612	0.37524	0.85062	-0.15012	
 18:06:45.934	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.751	-0.671	0.005	19.226	20.447	1.221							6.405	0.253	-105.914	-42.000	20.100	1.193	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:45.964	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.75	-0.665	0.04	21.667	23.071	1.404							8.635	0.396	-107.529	-42.000	20.100	1.193	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:45.979	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:52.740	-1.021	0	-0.104	-4.333	-119.08	-1.404							-2.878	96.438	132.545	104.200	-2.400	37.020	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:45.995	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.743	-0.665	0.065	24.414	25.757	1.587							11.113	0.599	-109.319	-42.000	20.100	1.193	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:46.039	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-1	0.001	0.004	-4.272	-118.713	-1.465							-178.27	100.031	-42.616	104.200	-2.400	37.020	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:46.071	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-0.974	-0.002	0.098	-4.272	-118.103	-1.831							178.462	94.076	-45.632	104.200	-2.400	37.020	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:46.084	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.734	-0.662	0.099	27.1	28.687	1.709							13.854	0.895	-111.292	-36.400	26.300	-0.080	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:46.099	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-0.937	-0.001	0.203	-4.089	-116.821	-1.221							178.055	88.16	-45.824	104.200	-2.400	37.020	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:46.174	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.726	-0.659	0.136	29.602	31.311	1.892							16.853	1.302	-113.428	-36.400	26.300	-0.080	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:46.174	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.722	-0.654	0.175	31.921	33.875	2.014							20.05	1.851	-115.686	-36.400	26.300	-0.080	24.35	0.16779	-0.62979	0.33057	-0.6825	
 18:06:46.191	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-0.907	-0.007	0.297	-4.15	-114.563	-1.343							177.83	82.31	-45.84	104.200	-2.400	37.020	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:46.204	f9:a2:89:42:44:2c	2015-01-01 02:11:49.000	0.714	-0.649	0.212	34.363	36.438	2.258							23.417	2.527	-118.043	-36.400	26.300	-0.080	24.35	0.19034	-0.56143	0.29593	-0.74893	
 18:06:46.250	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-0.862	-0.009	0.397	-4.028	-113.159	-1.282							177.66	76.586	-45.824	104.200	-2.400	37.020	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:46.279	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-0.809	-0.005	0.487	-4.089	-113.037	-1.282							177.523	70.911	-45.775	91.600	-31.900	18.200	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:46.294	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.702	-0.644	0.251	37.17	39.673	2.441							26.966	3.362	-120.476	-36.400	26.300	-0.080	24.35	0.19034	-0.56143	0.29593	-0.74893	
 18:06:46.310	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-0.75	-0.012	0.569	-3.967	-113.037	-1.221							177.396	65.231	-45.703	91.600	-31.900	18.200	24.62	0.62671	0.28745	0.67355	-0.26611	
 18:06:46.324	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.688	-0.634	0.296	40.161	42.603	2.625							30.696	4.373	-123.003	-36.400	26.300	-0.080	24.35	0.19034	-0.56143	0.29593	-0.74893	
 18:06:46.354	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.674	-0.622	0.345	42.053	44.8	2.93							34.525	5.587	-125.519	-36.400	26.300	-0.080	24.35	0.19034	-0.56143	0.29593	-0.74893	
 18:06:46.400	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.065	-0.686	-0.018	0.649	-3.784	-111.694	-1.16							177.275	59.595	-45.632	91.600	-31.900	18.200	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.415	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.656	-0.611	0.385	45.288	48.401	3.052							38.436	6.987	-128.046	-36.400	26.300	-0.080	24.35	0.19034	-0.56143	0.29593	-0.74893	
 18:06:46.429	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.455	-0.616	-0.017	0.724	-4.211	-113.281	-1.16							177.149	53.948	-45.544	91.600	-31.900	18.200	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.459	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.455	-0.526	-0.024	0.787	-3.967	-115.417	-1.099							177.017	48.241	-45.456	91.600	-31.900	18.200	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.518	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.455	-0.443	-0.018	0.841	-4.517	-116.638	-1.343							176.891	42.44	-45.352	91.600	-31.900	18.200	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.534	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.622	-0.593	0.434	47.974	51.453	3.296							42.407	8.619	-130.512	-20.400	35.800	-5.533	24.35	0.19034	-0.56143	0.29593	-0.74893	
 18:06:46.536	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.591	-0.571	0.494	49.988	53.772	3.235							46.384	10.464	-132.902	-20.400	35.800	-5.533	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.564	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.547	-0.546	0.547	50.72	54.199	3.235							50.224	12.469	-135.093	-20.400	35.800	-5.533	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.579	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.455	-0.339	-0.023	0.888	-4.456	-117.004	-1.343							176.759	36.645	-45.236	91.600	-31.900	18.200	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.624	f9:a2:89:42:44:2c	2015-01-01 02:11:49.420	0.506	-0.514	0.616	50.232	53.65	3.235							53.899	14.59	-137.087	-20.400	35.800	-5.533	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.639	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.455	-0.238	-0.033	0.912	-4.272	-118.408	-1.404							176.616	30.773	-45.11	91.600	-31.900	18.200	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.670	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.455	-0.122	-0.036	0.934	-4.395	-121.094	-1.343							176.457	24.791	-44.967	63.700	-56.000	5.153	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.685	f9:a2:89:42:44:2c	2015-01-01 02:11:49.775	0.465	-0.48	0.678	48.95	52.002	3.052							57.343	16.782	-138.823	-20.400	35.800	-5.533	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.701	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.455	-0.026	-0.041	0.939	-4.456	-122.986	-1.526							176.287	18.671	-44.813	63.700	-56.000	5.153	24.62	0.84042	0.15222	0.38538	-0.34912	
 18:06:46.745	f9:a2:89:42:44:2c	2015-01-01 02:11:49.775	0.432	-0.437	0.74	45.105	48.096	2.991							60.469	18.94	-140.317	-20.400	35.800	-5.533	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.774	f9:a2:89:42:44:2c	2015-01-01 02:11:49.775	0.391	-0.412	0.785	40.039	42.847	2.747							63.193	20.956	-141.498	-20.400	35.800	-5.533	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.789	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.091	-0.043	0.947	-4.578	-126.526	-1.404							176.094	12.431	-44.637	63.700	-56.000	5.153	24.62	0.92435	-0.0058	0.03775	-0.37949	
 18:06:46.804	f9:a2:89:42:44:2c	2015-01-01 02:11:49.775	0.374	-0.379	0.838	32.776	35.217	2.319							65.462	22.731	-142.427	-20.400	35.800	-5.533	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.820	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.2	-0.051	0.925	-4.761	-129.822	-1.587							175.864	5.982	-44.434	63.700	-56.000	5.153	24.62	0.92435	-0.0058	0.03775	-0.37949	
 18:06:46.878	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.315	-0.042	0.916	-4.639	-131.775	-1.526							175.633	-0.582	-44.198	63.700	-56.000	5.153	24.62	0.92435	-0.0058	0.03775	-0.37949	
 18:06:46.894	f9:a2:89:42:44:2c	2015-01-01 02:11:49.775	0.355	-0.363	0.861	23.926	25.818	1.648							67.176	24.131	-143.064	-5.000	36.700	-4.420	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.908	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.426	-0.049	0.875	-4.7	-130.554	-1.16							175.353	-7.108	-43.923	63.700	-56.000	5.153	24.62	0.92435	-0.0058	0.03775	-0.37949	
 18:06:46.924	f9:a2:89:42:44:2c	2015-01-01 02:11:49.775	0.35	-0.354	0.879	14.648	15.503	0.671							68.302	25.076	-143.459	-5.000	36.700	-4.420	24.35	0.22989	-0.40808	0.21829	-0.85608	
 18:06:46.985	f9:a2:89:42:44:2c	2015-01-01 02:11:49.775	0.356	-0.337	0.894	5.005	5.31	0.366							68.862	25.56	-143.619	-5.000	36.700	-4.420	24.35	0.25821	-0.25052	0.13815	-0.9227	
 18:06:47.001	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.549	-0.059	0.82	-4.578	-128.784	-1.648							175.029	-13.568	-43.605	63.700	-56.000	5.153	24.62	0.92435	-0.0058	0.03775	-0.37949	
 18:06:47.015	f9:a2:89:42:44:2c	2015-01-01 02:11:50.165	0.358	-0.346	0.883	-3.174	-2.93	-0.488							68.912	25.604	-143.613	-5.000	36.700	-4.420	24.35	0.25821	-0.25052	0.13815	-0.9227	
 18:06:47.029	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.605	-0.059	0.747	-4.333	-126.953	-1.221							174.639	-20.023	-43.22	28.700	-54.200	3.547	24.62	0.92435	-0.0058	0.03775	-0.37949	
 18:06:47.061	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.685	-0.058	0.704	-4.395	-124.817	-1.526							174.177	-26.334	-42.803	28.700	-54.200	3.547	24.62	0.92435	-0.0058	0.03775	-0.37949	
 18:06:47.104	f9:a2:89:42:44:2c	2015-01-01 02:11:50.165	0.372	-0.356	0.873	-10.437	-11.353	-0.732							68.489	25.263	-143.427	-5.000	36.700	-4.420	24.35	0.25821	-0.25052	0.13815	-0.9227	
 18:06:47.120	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:53.840	0.75	-0.061	0.633	-4.456	-122.986	-1.465							173.611	-32.536	-42.27	28.700	-54.200	3.547	24.62	0.86276	-0.16663	-0.32388	-0.35056	
 18:06:47.134	f9:a2:89:42:44:2c	2015-01-01 02:11:50.165	0.392	-0.368	0.86	-16.602	-17.944	-1.099							67.681	24.582	-143.097	-5.000	36.700	-4.420	24.35	0.25821	-0.25052	0.13815	-0.9227	
 18:06:47.164	f9:a2:89:42:44:2c	2015-01-01 02:11:50.165	0.417	-0.381	0.839	-21.79	-23.254	-1.343							66.544	23.643	-142.614	-5.000	36.700	-4.420	24.35	0.25821	-0.25052	0.13815	-0.9227	
 18:06:47.210	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.200	0.831	-0.063	0.558	-4.456	-121.46	-1.465							172.897	-38.606	-41.611	28.700	-54.200	3.547	24.62	0.86276	-0.16663	-0.32388	-0.35056	
 18:06:47.224	f9:a2:89:42:44:2c	2015-01-01 02:11:50.165	0.445	-0.403	0.812	-26.001	-27.771	-1.526							65.099	22.484	-142.004	-5.000	36.700	-4.420	24.35	0.25821	-0.25052	0.13815	-0.9227	
 18:06:47.240	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.200	0.889	-0.064	0.456	-4.395	-119.934	-1.404							171.953	-44.621	-40.699	28.700	-54.200	3.547	24.62	0.86276	-0.16663	-0.32388	-0.35056	
 18:06:47.269	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.200	0.914	-0.065	0.357	-4.15	-116.455	-1.465							170.656	-50.51	-39.452	28.700	-54.200	3.547	24.62	0.86276	-0.16663	-0.32388	-0.35056	
 18:06:47.286	f9:a2:89:42:44:2c	2015-01-01 02:11:50.165	0.464	-0.426	0.776	-28.687	-30.579	-1.77							63.419	21.176	-141.246	-7.200	34.800	-3.580	24.35	0.25821	-0.25052	0.13815	-0.9227	
 18:06:47.329	ff:bd:0d:cb:d7:a7	2015-01-01 02:11:54.200	0.941	-0.062	0.272	-4.211	-116.516	-1.404							168.723	-56.316	-37.551	28.700	-54.200	3.547	24.62	0.86276	-0.16663	-0.32388	-0.35056	
