Time (seconds),Time (steps),Acceleration (rad/s²)
1.180800000000001,164,7.006
1.188000000000001,165,7.256
1.1952000000000012,166,7.466
1.2024000000000012,167,7.604
1.2096000000000013,168,7.724
1.2168000000000014,169,7.791
1.2240000000000015,170,7.846
1.2312000000000016,171,7.855
1.2384000000000017,172,7.836
1.2456000000000018,173,7.8
1.252800000000002,174,7.75
1.260000000000002,175,7.673
1.267200000000002,176,7.593
1.2744000000000022,177,7.475
1.2816000000000023,178,7.365
1.2888000000000024,179,7.264
1.2960000000000025,180,7.128
1.3032000000000026,181,6.985
1.3104000000000027,182,6.839
1.3176000000000028,183,6.705
1.3248000000000029,184,6.554
1.332000000000003,185,6.419
1.339200000000003,186,6.277
1.3464000000000031,187,6.109
1.3536000000000032,188,5.968
1.3608000000000033,189,5.838
1.3680000000000034,190,5.691
1.3752000000000035,191,5.535
1.3824000000000036,192,5.413
1.3896000000000037,193,5.269
1.3968000000000038,194,5.126
1.404000000000004,195,4.998
1.411200000000004,196,4.881
1.418400000000004,197,4.742
1.4256000000000042,198,4.629
1.4328000000000043,199,4.508
1.4400000000000044,200,4.396
1.4472000000000045,201,4.279
1.4544000000000046,202,4.172
1.4616000000000047,203,4.065
1.4688000000000048,204,3.963
1.4760000000000049,205,3.874
1.483200000000005,206,3.77
1.490400000000005,207,3.682
1.4976000000000051,208,3.595
1.5048000000000052,209,3.509
1.5120000000000053,210,3.421
1.5192000000000054,211,3.337
1.5264000000000055,212,3.266
1.5336000000000056,213,3.186
1.5408000000000057,214,3.115
1.5480000000000058,215,3.043
1.555200000000006,216,2.982
1.562400000000006,217,2.911
1.569600000000006,218,2.854
1.5768000000000062,219,2.789
1.5840000000000063,220,2.735
1.5912000000000064,221,2.676
1.5984000000000065,222,2.623
1.6056000000000066,223,2.571
1.6128000000000067,224,2.525
1.6200000000000068,225,2.475
1.6272000000000069,226,2.43
1.634400000000007,227,2.384
1.641600000000007,228,2.341
1.6488000000000071,229,2.303
1.6560000000000072,230,2.261
1.6632000000000073,231,2.227
1.6704000000000074,232,2.188
1.6776000000000075,233,2.154
1.6848000000000076,234,2.12
1.6920000000000077,235,2.088
1.6992000000000078,236,2.058
1.706400000000008,237,2.028
1.713600000000008,238,2.001
1.720800000000008,239,1.977
1.7280000000000082,240,1.952
1.7352000000000083,241,1.926
1.7424000000000084,242,1.904
1.7496000000000085,243,1.881
1.7568000000000086,244,1.86
1.7640000000000087,245,1.84
1.7712000000000088,246,1.82
1.7784000000000089,247,1.802
1.785600000000009,248,1.785
1.792800000000009,249,1.768
1.8000000000000091,250,1.754
1.8072000000000092,251,1.741
1.8144000000000093,252,1.725
1.8216000000000094,253,1.713
1.8288000000000095,254,1.7
1.8360000000000096,255,1.689
1.8432000000000097,256,1.677
1.8504000000000098,257,1.668
1.85760000000001,258,1.658
1.86480000000001,259,1.65
1.87200000000001,260,1.641
1.8792000000000102,261,1.633
1.8864000000000103,262,1.628
1.8936000000000104,263,1.62
1.9008000000000105,264,1.616
1.9080000000000106,265,1.609
1.9152000000000107,266,1.606
1.9224000000000108,267,1.6
1.9296000000000109,268,1.597
1.936800000000011,269,1.592
1.944000000000011,270,1.59
1.9512000000000111,271,1.587
1.9584000000000112,272,1.585
1.9656000000000113,273,1.584
1.9728000000000114,274,1.581
1.9800000000000115,275,1.58
1.9872000000000116,276,1.581
1.9944000000000117,277,1.58
2.001600000000012,278,1.578
2.008800000000012,279,1.579
2.016000000000012,280,1.58
2.023200000000012,281,1.58
2.030400000000012,282,1.58
2.0376000000000123,283,1.582
2.0448000000000124,284,1.582
2.0520000000000125,285,1.585
2.0592000000000126,286,1.587
2.0664000000000127,287,1.587
2.0736000000000128,288,1.588
2.080800000000013,289,1.591
2.088000000000013,290,1.593
2.095200000000013,291,1.593
2.102400000000013,292,1.595
2.1096000000000132,293,1.598
2.1168000000000133,294,1.599
2.1240000000000134,295,1.603
2.1312000000000135,296,1.604
2.1384000000000136,297,1.607
2.1456000000000137,298,1.61
2.152800000000014,299,1.61
2.160000000000014,300,1.611
2.167200000000014,301,1.613
2.174400000000014,302,1.616
2.181600000000014,303,1.618
2.1888000000000143,304,1.619
2.1960000000000144,305,1.62
2.2032000000000145,306,1.621
2.2104000000000146,307,1.623
2.2176000000000147,308,1.626
2.2248000000000148,309,1.625
2.232000000000015,310,1.625
2.239200000000015,311,1.628
2.246400000000015,312,1.629
2.253600000000015,313,1.628
2.2608000000000152,314,1.63
2.2680000000000153,315,1.63
2.2752000000000154,316,1.63
2.2824000000000155,317,1.629
2.2896000000000156,318,1.625
2.2968000000000157,319,1.625
2.304000000000016,320,1.624
2.311200000000016,321,1.624
2.318400000000016,322,1.623
2.325600000000016,323,1.619
2.332800000000016,324,1.617
2.3400000000000163,325,1.618
2.3472000000000164,326,1.614
2.3544000000000165,327,1.609
2.3616000000000166,328,1.607
2.3688000000000167,329,1.603
2.3760000000000168,330,1.605
2.383200000000017,331,1.598
2.390400000000017,332,1.597
2.397600000000017,333,1.592
2.404800000000017,334,1.586
2.4120000000000172,335,1.584
2.4192000000000173,336,1.581
2.4264000000000174,337,1.574
2.4336000000000175,338,1.571
2.4408000000000176,339,1.565
2.4480000000000177,340,1.557
2.455200000000018,341,1.552
2.462400000000018,342,1.55
2.469600000000018,343,1.545
2.476800000000018,344,1.536
2.484000000000018,345,1.529
2.4912000000000183,346,1.527
2.4984000000000184,347,1.521
2.5056000000000185,348,1.509
2.5128000000000186,349,1.508
2.5200000000000187,350,1.501
2.5272000000000188,351,1.49
2.534400000000019,352,1.482
2.541600000000019,353,1.475
2.548800000000019,354,1.47
2.556000000000019,355,1.46
2.5632000000000192,356,1.459
2.5704000000000193,357,1.445
2.5776000000000194,358,1.438
2.5848000000000195,359,1.435
2.5920000000000196,360,1.424
