Time (seconds),Time (steps),Acceleration (m/s²), X-comp,Y-comp
0,0,5.521,-2.366,-4.988
0.0072,1,5.533,-2.317,-5.025
0.0144,2,5.552,-2.203,-5.097
0.0216,3,5.572,-2.08,-5.169
0.0288,4,5.593,-1.948,-5.242
0.036,5,5.614,-1.799,-5.318
0.043199999999999995,6,5.632,-1.719,-5.363
0.05039999999999999,7,5.655,-1.571,-5.432
0.05759999999999999,8,5.673,-1.473,-5.478
0.0648,9,5.697,-1.314,-5.544
0.072,10,5.715,-1.213,-5.585
0.07919999999999999,11,5.741,-1.046,-5.645
0.08639999999999999,12,5.759,-0.948,-5.681
0.09359999999999999,13,5.785,-0.762,-5.735
0.10079999999999999,14,5.803,-0.678,-5.763
0.10799999999999998,15,5.828,-0.505,-5.807
0.11519999999999998,16,5.852,-0.351,-5.842
0.12239999999999998,17,5.87,-0.262,-5.864
0.1296,18,5.893,-0.104,-5.892
0.1368,19,5.918,0.067,-5.917
0.14400000000000002,20,5.939,0.208,-5.936
0.15120000000000003,21,5.96,0.35,-5.95
0.15840000000000004,22,5.982,0.492,-5.962
0.16560000000000005,23,6.002,0.615,-5.971
0.17280000000000006,24,6.021,0.738,-5.976
0.18000000000000008,25,6.044,0.922,-5.973
0.1872000000000001,26,6.06,1.008,-5.976
0.1944000000000001,27,6.08,1.178,-5.965
0.2016000000000001,28,6.099,1.322,-5.954
0.20880000000000012,29,6.119,1.487,-5.936
0.21600000000000014,30,6.136,1.641,-5.913
0.22320000000000015,31,6.151,1.737,-5.9
0.23040000000000016,32,6.171,1.929,-5.861
0.23760000000000017,33,6.185,2.037,-5.84
0.24480000000000018,34,6.201,2.214,-5.792
0.25200000000000017,35,6.212,2.31,-5.767
0.25920000000000015,36,6.227,2.471,-5.715
0.26640000000000014,37,6.239,2.59,-5.676
0.2736000000000001,38,6.251,2.724,-5.627
0.2808000000000001,39,6.26,2.863,-5.567
0.2880000000000001,40,6.276,3.054,-5.483
0.2952000000000001,41,6.28,3.133,-5.442
0.30240000000000006,42,6.292,3.312,-5.35
0.30960000000000004,43,6.296,3.411,-5.292
0.3168,44,6.308,3.593,-5.184
0.324,45,6.313,3.706,-5.111
0.3312,46,6.315,3.811,-5.035
0.3384,47,6.319,3.954,-4.929
0.34559999999999996,48,6.322,4.078,-4.831
0.35279999999999995,49,6.325,4.217,-4.714
0.35999999999999993,50,6.329,4.354,-4.593
0.3671999999999999,51,6.326,4.434,-4.512
0.3743999999999999,52,6.326,4.569,-4.376
0.3815999999999999,53,6.326,4.683,-4.253
0.38879999999999987,54,6.323,4.791,-4.126
0.39599999999999985,55,6.322,4.898,-3.997
0.40319999999999984,56,6.32,5.011,-3.851
0.4103999999999998,57,6.316,5.121,-3.697
0.4175999999999998,58,6.312,5.214,-3.557
0.4247999999999998,59,6.31,5.315,-3.4
0.4319999999999998,60,6.307,5.423,-3.22
0.43919999999999976,61,6.301,5.507,-3.063
0.44639999999999974,62,6.3,5.605,-2.876
0.4535999999999997,63,6.298,5.684,-2.711
0.4607999999999997,64,6.295,5.765,-2.529
0.4679999999999997,65,6.295,5.848,-2.328
0.4751999999999997,66,6.297,5.937,-2.097
0.48239999999999966,67,6.299,5.998,-1.921
0.48959999999999965,68,6.305,6.075,-1.689
0.49679999999999963,69,6.315,6.153,-1.422
0.5039999999999997,70,6.325,6.208,-1.208
0.5111999999999997,71,6.337,6.254,-1.023
0.5183999999999996,72,6.359,6.32,-0.707
0.5255999999999996,73,6.382,6.366,-0.452
0.5327999999999996,74,6.409,6.405,-0.226
0.5399999999999996,75,6.444,6.444,0.047
0.5471999999999996,76,6.489,6.479,0.355
0.5543999999999996,77,6.537,6.508,0.607
0.5615999999999995,78,6.595,6.533,0.906
0.5687999999999995,79,6.666,6.548,1.251
0.5759999999999995,80,6.744,6.567,1.535
0.5831999999999995,81,6.833,6.585,1.826
0.5903999999999995,82,6.94,6.577,2.217
0.5975999999999995,83,7.058,6.579,2.556
0.6047999999999994,84,7.191,6.58,2.902
0.6119999999999994,85,7.342,6.549,3.321
0.6191999999999994,86,7.507,6.565,3.641
0.6263999999999994,87,7.695,6.518,4.09
0.6335999999999994,88,7.9,6.524,4.455
0.6407999999999994,89,8.131,6.443,4.96
0.6479999999999994,90,8.381,6.442,5.362
0.6551999999999993,91,8.655,6.388,5.839
0.6623999999999993,92,8.956,6.362,6.303
0.6695999999999993,93,9.282,6.305,6.813
0.6767999999999993,94,9.637,6.25,7.335
0.6839999999999993,95,10.019,6.213,7.86
0.6911999999999993,96,10.43,6.113,8.452
0.6983999999999992,97,10.873,6.096,9.003
0.7055999999999992,98,11.345,5.93,9.672
0.7127999999999992,99,11.851,5.95,10.249
0.7199999999999992,100,12.394,5.879,10.911
0.7271999999999992,101,12.97,5.705,11.648
0.7343999999999992,102,13.583,5.628,12.362
0.7415999999999991,103,14.23,5.553,13.102
0.7487999999999991,104,14.919,5.481,13.876
0.7559999999999991,105,15.645,5.414,14.678
0.7631999999999991,106,16.413,5.353,15.516
0.7703999999999991,107,17.22,5.297,16.385
0.7775999999999991,108,18.065,5.343,17.256
0.784799999999999,109,18.956,5.343,18.187
0.791999999999999,110,19.884,5.206,19.19
0.799199999999999,111,20.851,5.373,20.147
0.806399999999999,112,21.856,5.384,21.182
0.813599999999999,113,22.892,5.46,22.232
0.820799999999999,114,23.979,5.471,23.346
0.827999999999999,115,25.091,5.471,24.487
0.8351999999999989,116,26.241,5.792,25.593
0.8423999999999989,117,27.406,5.987,26.744
0.8495999999999989,118,28.594,6.063,27.944
0.8567999999999989,119,29.808,6.547,29.08
0.8639999999999989,120,31.018,6.948,30.23
0.8711999999999989,121,32.234,7.286,31.4
0.8783999999999988,122,33.443,7.897,32.497
0.8855999999999988,123,34.639,8.475,33.587
0.8927999999999988,124,35.781,9.211,34.575
0.8999999999999988,125,36.889,9.834,35.554
0.9071999999999988,126,37.952,10.664,36.423
0.9143999999999988,127,38.928,11.373,37.229
0.9215999999999988,128,39.835,12.388,37.86
