Time (seconds),Time (steps),Acceleration (m/s²), X-comp,Y-comp
0,0,1.706,-0.805,-1.504
0.0072,1,1.706,-0.779,-1.518
0.0144,2,1.706,-0.752,-1.531
0.0216,3,1.706,-0.725,-1.544
0.0288,4,1.706,-0.698,-1.557
0.036,5,1.706,-0.671,-1.569
0.043199999999999995,6,1.706,-0.643,-1.58
0.05039999999999999,7,1.706,-0.616,-1.591
0.05759999999999999,8,1.706,-0.588,-1.602
0.0648,9,1.706,-0.56,-1.612
0.072,10,1.706,-0.531,-1.621
0.07919999999999999,11,1.706,-0.503,-1.63
0.08639999999999999,12,1.706,-0.474,-1.639
0.09359999999999999,13,1.706,-0.446,-1.647
0.10079999999999999,14,1.706,-0.417,-1.654
0.10799999999999998,15,1.706,-0.388,-1.661
0.11519999999999998,16,1.706,-0.359,-1.668
0.12239999999999998,17,1.706,-0.33,-1.674
0.1296,18,1.706,-0.3,-1.679
0.1368,19,1.706,-0.271,-1.684
0.14400000000000002,20,1.706,-0.242,-1.689
0.15120000000000003,21,1.706,-0.212,-1.693
0.15840000000000004,22,1.706,-0.183,-1.696
0.16560000000000005,23,1.706,-0.153,-1.699
0.17280000000000006,24,1.706,-0.123,-1.702
0.18000000000000008,25,1.706,-0.094,-1.704
0.1872000000000001,26,1.706,-0.064,-1.705
0.1944000000000001,27,1.706,-0.034,-1.706
0.2016000000000001,28,1.706,-0.004,-1.706
0.20880000000000012,29,1.706,0.026,-1.706
0.21600000000000014,30,1.706,0.055,-1.705
0.22320000000000015,31,1.706,0.085,-1.704
0.23040000000000016,32,1.706,0.115,-1.702
0.23760000000000017,33,1.706,0.145,-1.7
0.24480000000000018,34,1.706,0.174,-1.697
0.25200000000000017,35,1.706,0.204,-1.694
0.25920000000000015,36,1.706,0.233,-1.69
0.26640000000000014,37,1.706,0.263,-1.686
0.2736000000000001,38,1.706,0.292,-1.681
0.2808000000000001,39,1.706,0.321,-1.676
0.2880000000000001,40,1.706,0.351,-1.67
0.2952000000000001,41,1.706,0.38,-1.663
0.30240000000000006,42,1.706,0.409,-1.656
0.30960000000000004,43,1.706,0.438,-1.649
0.3168,44,1.706,0.466,-1.641
0.324,45,1.706,0.495,-1.633
0.3312,46,1.706,0.523,-1.624
0.3384,47,1.706,0.551,-1.615
0.34559999999999996,48,1.706,0.579,-1.605
0.35279999999999995,49,1.706,0.608,-1.594
0.35999999999999993,50,1.706,0.635,-1.584
0.3671999999999999,51,1.706,0.663,-1.572
0.3743999999999999,52,1.706,0.69,-1.56
0.3815999999999999,53,1.706,0.717,-1.548
0.38879999999999987,54,1.706,0.744,-1.535
0.39599999999999985,55,1.706,0.771,-1.522
0.40319999999999984,56,1.706,0.797,-1.508
0.4103999999999998,57,1.706,0.824,-1.494
0.4175999999999998,58,1.706,0.849,-1.48
0.4247999999999998,59,1.706,0.875,-1.465
0.4319999999999998,60,1.706,0.9,-1.449
0.43919999999999976,61,1.706,0.926,-1.433
0.44639999999999974,62,1.706,0.951,-1.417
0.4535999999999997,63,1.706,0.975,-1.4
0.4607999999999997,64,1.706,0.999,-1.383
0.4679999999999997,65,1.706,1.023,-1.365
0.4751999999999997,66,1.706,1.047,-1.347
0.48239999999999966,67,1.706,1.07,-1.329
0.48959999999999965,68,1.706,1.093,-1.31
0.49679999999999963,69,1.706,1.116,-1.291
0.5039999999999997,70,1.706,1.138,-1.271
0.5111999999999997,71,1.706,1.16,-1.251
0.5183999999999996,72,1.706,1.182,-1.23
0.5255999999999996,73,1.706,1.203,-1.21
0.5327999999999996,74,1.706,1.224,-1.188
0.5399999999999996,75,1.706,1.245,-1.167
0.5471999999999996,76,1.706,1.265,-1.145
0.5543999999999996,77,1.706,1.285,-1.123
0.5615999999999995,78,1.706,1.304,-1.1
0.5687999999999995,79,1.706,1.323,-1.077
0.5759999999999995,80,1.706,1.342,-1.054
0.5831999999999995,81,1.706,1.36,-1.031
0.5903999999999995,82,1.706,1.378,-1.007
0.5975999999999995,83,1.706,1.395,-0.983
0.6047999999999994,84,1.706,1.412,-0.958
0.6119999999999994,85,1.706,1.428,-0.933
0.6191999999999994,86,1.706,1.444,-0.908
0.6263999999999994,87,1.706,1.46,-0.883
0.6335999999999994,88,1.706,1.475,-0.857
0.6407999999999994,89,1.706,1.49,-0.832
0.6479999999999994,90,1.706,1.504,-0.805
0.6551999999999993,91,1.706,1.518,-0.779
0.6623999999999993,92,1.706,1.531,-0.752
0.6695999999999993,93,1.706,1.544,-0.725
0.6767999999999993,94,1.706,1.557,-0.698
0.6839999999999993,95,1.706,1.569,-0.671
0.6911999999999993,96,1.706,1.58,-0.644
0.6983999999999992,97,1.706,1.591,-0.616
0.7055999999999992,98,1.706,1.602,-0.588
0.7127999999999992,99,1.706,1.612,-0.56
0.7199999999999992,100,1.706,1.621,-0.532
0.7271999999999992,101,1.706,1.63,-0.504
0.7343999999999992,102,1.706,1.639,-0.475
0.7415999999999991,103,1.706,1.647,-0.446
0.7487999999999991,104,1.706,1.654,-0.417
0.7559999999999991,105,1.706,1.661,-0.389
0.7631999999999991,106,1.706,1.668,-0.359
0.7703999999999991,107,1.706,1.674,-0.33
0.7775999999999991,108,1.706,1.679,-0.301
0.784799999999999,109,1.706,1.684,-0.271
0.791999999999999,110,1.706,1.689,-0.242
0.799199999999999,111,1.706,1.693,-0.213
0.806399999999999,112,1.706,1.696,-0.183
0.813599999999999,113,1.706,1.699,-0.154
0.820799999999999,114,1.706,1.702,-0.124
0.827999999999999,115,1.706,1.704,-0.094
0.8351999999999989,116,1.706,1.705,-0.064
0.8423999999999989,117,1.706,1.706,-0.034
0.8495999999999989,118,1.706,1.706,-0.005
0.8567999999999989,119,1.706,1.706,0.025
0.8639999999999989,120,1.706,1.705,0.055
0.8711999999999989,121,1.706,1.704,0.085
0.8783999999999988,122,1.706,1.702,0.115
0.8855999999999988,123,1.706,1.7,0.144
0.8927999999999988,124,1.706,1.697,0.174
0.8999999999999988,125,1.706,1.694,0.203
0.9071999999999988,126,1.706,1.69,0.233
0.9143999999999988,127,1.706,1.686,0.262
0.9215999999999988,128,1.706,1.681,0.292
0.9287999999999987,129,1.706,1.676,0.321
0.9359999999999987,130,1.706,1.67,0.35
0.9431999999999987,131,1.706,1.663,0.379
0.9503999999999987,132,1.706,1.657,0.408
0.9575999999999987,133,1.706,1.649,0.437
0.9647999999999987,134,1.706,1.641,0.466
0.9719999999999986,135,1.706,1.633,0.495
0.9791999999999986,136,1.706,1.624,0.523
0.9863999999999986,137,1.706,1.615,0.551
0.9935999999999986,138,1.706,1.605,0.579
1.0007999999999986,139,1.706,1.594,0.607
1.0079999999999987,140,1.706,1.584,0.635
1.0151999999999988,141,1.706,1.572,0.663
1.0223999999999989,142,1.706,1.56,0.69
1.029599999999999,143,1.706,1.548,0.717
1.036799999999999,144,1.706,1.535,0.744
1.0439999999999992,145,1.706,1.522,0.771
