Time (seconds),Time (steps),Velocity (rad/s)
1.9656000000000113,273,0.118
1.9728000000000114,274,0.133
1.9800000000000115,275,0.147
1.9872000000000116,276,0.162
1.9944000000000117,277,0.176
2.001600000000012,278,0.191
2.008800000000012,279,0.205
2.016000000000012,280,0.22
2.023200000000012,281,0.234
2.030400000000012,282,0.249
2.0376000000000123,283,0.263
2.0448000000000124,284,0.278
2.0520000000000125,285,0.293
2.0592000000000126,286,0.307
2.0664000000000127,287,0.322
2.0736000000000128,288,0.336
2.080800000000013,289,0.351
2.088000000000013,290,0.365
2.095200000000013,291,0.38
2.102400000000013,292,0.394
2.1096000000000132,293,0.409
2.1168000000000133,294,0.423
2.1240000000000134,295,0.438
2.1312000000000135,296,0.452
2.1384000000000136,297,0.467
2.1456000000000137,298,0.481
2.152800000000014,299,0.496
2.160000000000014,300,0.51
2.167200000000014,301,0.525
2.174400000000014,302,0.54
2.181600000000014,303,0.554
2.1888000000000143,304,0.568
2.1960000000000144,305,0.583
2.2032000000000145,306,0.597
2.2104000000000146,307,0.612
2.2176000000000147,308,0.626
2.2248000000000148,309,0.641
2.232000000000015,310,0.655
2.239200000000015,311,0.669
2.246400000000015,312,0.683
2.253600000000015,313,0.698
2.2608000000000152,314,0.712
2.2680000000000153,315,0.726
2.2752000000000154,316,0.74
2.2824000000000155,317,0.754
2.2896000000000156,318,0.768
2.2968000000000157,319,0.782
2.304000000000016,320,0.796
2.311200000000016,321,0.81
2.318400000000016,322,0.824
2.325600000000016,323,0.838
2.332800000000016,324,0.851
2.3400000000000163,325,0.865
2.3472000000000164,326,0.878
2.3544000000000165,327,0.892
2.3616000000000166,328,0.905
2.3688000000000167,329,0.918
2.3760000000000168,330,0.932
2.383200000000017,331,0.945
2.390400000000017,332,0.958
2.397600000000017,333,0.971
2.404800000000017,334,0.983
2.4120000000000172,335,0.996
2.4192000000000173,336,1.008
2.4264000000000174,337,1.021
2.4336000000000175,338,1.033
2.4408000000000176,339,1.046
2.4480000000000177,340,1.058
2.455200000000018,341,1.07
2.462400000000018,342,1.082
2.469600000000018,343,1.093
2.476800000000018,344,1.105
2.484000000000018,345,1.116
2.4912000000000183,346,1.128
2.4984000000000184,347,1.139
2.5056000000000185,348,1.15
2.5128000000000186,349,1.161
2.5200000000000187,350,1.172
2.5272000000000188,351,1.182
2.534400000000019,352,1.193
2.541600000000019,353,1.203
2.548800000000019,354,1.214
2.556000000000019,355,1.224
2.5632000000000192,356,1.234
2.5704000000000193,357,1.243
2.5776000000000194,358,1.253
2.5848000000000195,359,1.262
2.5920000000000196,360,1.271
