Time (seconds),Time (steps),Velocity (rad/s)
0.7775999999999991,108,-0.595
0.784799999999999,109,-0.628
0.791999999999999,110,-0.663
0.799199999999999,111,-0.698
0.806399999999999,112,-0.736
0.813599999999999,113,-0.775
0.820799999999999,114,-0.816
0.827999999999999,115,-0.858
0.8351999999999989,116,-0.902
0.8423999999999989,117,-0.948
0.8495999999999989,118,-0.996
0.8567999999999989,119,-1.046
0.8639999999999989,120,-1.097
0.8711999999999989,121,-1.15
0.8783999999999988,122,-1.205
0.8855999999999988,123,-1.261
0.8927999999999988,124,-1.319
0.8999999999999988,125,-1.378
0.9071999999999988,126,-1.439
0.9143999999999988,127,-1.5
0.9215999999999988,128,-1.563
0.9287999999999987,129,-1.626
0.9359999999999987,130,-1.69
0.9431999999999987,131,-1.754
0.9503999999999987,132,-1.817
0.9575999999999987,133,-1.88
0.9647999999999987,134,-1.942
0.9719999999999986,135,-2.002
0.9791999999999986,136,-2.06
0.9863999999999986,137,-2.116
0.9935999999999986,138,-2.17
1.0007999999999986,139,-2.22
1.0079999999999987,140,-2.266
1.0151999999999988,141,-2.309
1.0223999999999989,142,-2.347
1.029599999999999,143,-2.381
1.036799999999999,144,-2.409
1.0439999999999992,145,-2.432
1.0511999999999992,146,-2.45
1.0583999999999993,147,-2.462
1.0655999999999994,148,-2.469
1.0727999999999995,149,-2.47
1.0799999999999996,150,-2.466
1.0871999999999997,151,-2.455
1.0943999999999998,152,-2.44
1.1016,153,-2.421
1.1088,154,-2.395
1.116,155,-2.365
1.1232000000000002,156,-2.331
1.1304000000000003,157,-2.292
1.1376000000000004,158,-2.251
1.1448000000000005,159,-2.205
1.1520000000000006,160,-2.156
1.1592000000000007,161,-2.105
1.1664000000000008,162,-2.05
1.1736000000000009,163,-1.994
1.180800000000001,164,-1.936
1.188000000000001,165,-1.877
1.1952000000000012,166,-1.816
1.2024000000000012,167,-1.754
1.2096000000000013,168,-1.691
1.2168000000000014,169,-1.627
1.2240000000000015,170,-1.563
1.2312000000000016,171,-1.499
1.2384000000000017,172,-1.435
1.2456000000000018,173,-1.372
1.252800000000002,174,-1.308
1.260000000000002,175,-1.245
1.267200000000002,176,-1.183
1.2744000000000022,177,-1.121
1.2816000000000023,178,-1.06
1.2888000000000024,179,-1
1.2960000000000025,180,-0.94
1.3032000000000026,181,-0.882
1.3104000000000027,182,-0.824
1.3176000000000028,183,-0.768
1.3248000000000029,184,-0.712
1.332000000000003,185,-0.658
1.339200000000003,186,-0.605
1.3464000000000031,187,-0.553
1.3536000000000032,188,-0.503
1.3608000000000033,189,-0.453
1.3680000000000034,190,-0.405
1.3752000000000035,191,-0.358
1.3824000000000036,192,-0.312
