Time (seconds),Time (steps),Acceleration (m/s²), X-comp,Y-comp
0,0,2.689,-1.397,-2.298
0.0072,1,2.691,-1.351,-2.327
0.0144,2,2.695,-1.306,-2.357
0.0216,3,2.697,-1.26,-2.385
0.0288,4,2.701,-1.213,-2.413
0.036,5,2.704,-1.166,-2.44
0.043199999999999995,6,2.707,-1.118,-2.466
0.05039999999999999,7,2.711,-1.07,-2.491
0.05759999999999999,8,2.714,-1.021,-2.514
0.0648,9,2.717,-0.972,-2.538
0.072,10,2.72,-0.922,-2.559
0.07919999999999999,11,2.724,-0.872,-2.581
0.08639999999999999,12,2.727,-0.821,-2.6
0.09359999999999999,13,2.73,-0.77,-2.619
0.10079999999999999,14,2.733,-0.718,-2.637
0.10799999999999998,15,2.737,-0.667,-2.654
0.11519999999999998,16,2.74,-0.614,-2.67
0.12239999999999998,17,2.743,-0.562,-2.685
0.1296,18,2.746,-0.509,-2.699
0.1368,19,2.75,-0.456,-2.712
0.14400000000000002,20,2.753,-0.403,-2.723
0.15120000000000003,21,2.756,-0.349,-2.733
0.15840000000000004,22,2.759,-0.295,-2.743
0.16560000000000005,23,2.762,-0.241,-2.751
0.17280000000000006,24,2.765,-0.187,-2.758
0.18000000000000008,25,2.767,-0.132,-2.764
0.1872000000000001,26,2.77,-0.078,-2.769
0.1944000000000001,27,2.772,-0.023,-2.772
0.2016000000000001,28,2.775,0.032,-2.775
0.20880000000000012,29,2.777,0.087,-2.776
0.21600000000000014,30,2.779,0.142,-2.776
0.22320000000000015,31,2.782,0.197,-2.775
0.23040000000000016,32,2.784,0.252,-2.772
0.23760000000000017,33,2.786,0.307,-2.769
0.24480000000000018,34,2.787,0.362,-2.764
0.25200000000000017,35,2.789,0.417,-2.757
0.25920000000000015,36,2.79,0.472,-2.75
0.26640000000000014,37,2.792,0.527,-2.742
0.2736000000000001,38,2.793,0.582,-2.732
0.2808000000000001,39,2.793,0.636,-2.72
0.2880000000000001,40,2.795,0.69,-2.708
0.2952000000000001,41,2.795,0.745,-2.694
0.30240000000000006,42,2.795,0.799,-2.679
0.30960000000000004,43,2.796,0.853,-2.662
0.3168,44,2.796,0.906,-2.645
0.324,45,2.796,0.96,-2.626
0.3312,46,2.796,1.013,-2.606
0.3384,47,2.795,1.066,-2.584
0.34559999999999996,48,2.794,1.118,-2.561
0.35279999999999995,49,2.793,1.171,-2.536
0.35999999999999993,50,2.792,1.223,-2.511
0.3671999999999999,51,2.791,1.274,-2.483
0.3743999999999999,52,2.79,1.325,-2.455
0.3815999999999999,53,2.788,1.376,-2.425
0.38879999999999987,54,2.786,1.426,-2.393
0.39599999999999985,55,2.784,1.476,-2.361
0.40319999999999984,56,2.782,1.526,-2.327
0.4103999999999998,57,2.78,1.575,-2.291
0.4175999999999998,58,2.777,1.623,-2.253
0.4247999999999998,59,2.775,1.671,-2.215
0.4319999999999998,60,2.772,1.719,-2.175
0.43919999999999976,61,2.769,1.765,-2.133
0.44639999999999974,62,2.766,1.812,-2.09
0.4535999999999997,63,2.763,1.858,-2.045
0.4607999999999997,64,2.76,1.903,-1.998
0.4679999999999997,65,2.756,1.948,-1.951
0.4751999999999997,66,2.753,1.991,-1.901
