Time,Hall,RPM,EncoderAngularVelocity,BNO1GyroX,BNO1GyroY,BNO1GyroZ,BNO1AngleX,BNO1AngleY,BNO1AngleZ,BNO2GyroX,BNO2GyroY,BNO2GyroZ,BNO2AngleX,BNO2AngleY,BNO2AngleZ,MPUGyroX,MPUGyroY,MPUGyroZ,MPUAngleX,MPUAngleY,MPUAngleZ
6485,1,0,0,-52.75,-0.875,-1,1.3125,-1.5625,12.125,2.625,0.125,-0.5625,359.75,-2.5,10.4375,-2.59218263626099,45.4799423217773,0.0220761299133301,0.304854780435562,-3.94518160820007,-17.8190002441406
6521,1,0,0,-46.875,-2,-2.0625,1.3125,-1.4375,14,13.25,-0.125,-0.0625,359.75,-2.5625,10.25,-1.1570680141449,40.6860427856445,-0.0389925837516785,0.170651316642761,-2.55624341964722,-17.8457775115967
6541,1,0,0,-42.8125,-0.5,-0.0625,1.3125,-1.4375,14.875,17.5625,0,-0.125,359.8125,-2.5625,9.9375,-1.06546497344971,40.1058959960938,-0.649679601192474,0.221573904156685,-1.74747323989868,-17.8433723449707
6562,1,0,0,-41.4375,-0.75,-0.6875,1.3125,-1.4375,15.9375,22.4375,-0.3125,0,359.8125,-2.5625,9.5,-1.46241140365601,36.8387145996094,-0.664946734905243,0.140242353081703,-1.26472544670105,-17.8613147735596
6582,1,0,0,-38.4375,-1.375,-1,1.3125,-1.4375,16.8125,25.5,-0.4375,-0.0625,359.8125,-2.5625,9.0625,-0.531113862991333,35.3120040893555,0.235816597938538,0.00736195594072342,-0.563034474849701,-17.8659248352051
6603,1,0,0,-37.0625,-0.4375,-0.375,1.3125,-1.4375,17.75,30.375,-0.375,0.1875,359.8125,-2.5625,8.5625,-1.30973958969116,32.2280311584473,-0.69548112154007,0.192554891109467,-0.37015825510025,-17.8681201934814
6623,1,0,0,-34.3125,-0.9375,-0.625,1.3125,-1.375,18.5,32.3125,-0.3125,-0.1875,359.8125,-2.5625,7.9375,-0.775388479232788,30.8387184143066,-0.252733021974564,0.130643203854561,0.288487583398819,-17.877420425415
6643,1,0,0,-32.75,-1,-0.6875,1.3125,-1.375,19.25,37.0625,-0.4375,0.1875,359.875,-2.5625,7.25,-0.928060293197632,28.5028400421143,0.0831448435783386,0.0644247457385063,0.456632852554321,-17.8762989044189
6665,1,0,0,-30.625,-0.6875,-0.5625,1.3125,-1.375,19.8125,38.9375,-0.4375,-0.125,359.875,-2.5625,6.5,-0.653251171112061,27.1898632049561,-0.374870419502258,0.0851161181926727,1.00559937953949,-17.8761119842529
6685,1,0,0,-29,-0.5,-0.4375,1.3125,-1.375,20.5,42.375,-0.4375,-0.0625,359.875,-2.5625,5.6875,-0.744854211807251,24.7929172515869,0.266350984573364,0.0274703651666641,1.0640207529068,-17.8771286010742
6706,1,0,0,-26.6875,-0.75,-0.8125,1.3125,-1.375,21.0625,43.6875,-0.375,-0.25,359.875,-2.5625,4.8125,-0.546380996704102,23.9226875305176,0.0678776502609253,0.0101874470710754,1.34508371353149,-17.8724918365479
6727,1,0,0,-24.8125,0,-0.3125,1.3125,-1.375,21.625,45.6875,-0.3125,0.125,359.9375,-2.5625,3.5,-1.23340392112732,21.8158168792725,-0.268000185489655,0.158635929226875,1.48201358318329,-17.8718013763428
6747,1,0,0,-23.4375,-0.6875,-0.5,1.3125,-1.375,22.125,47.5,-0.5625,0,359.9375,-2.5625,3.0625,-0.85172438621521,20.7318477630615,-0.100061237812042,0.0463985577225685,1.60161221027374,-17.8759460449219
6768,1,0,0,-21.75,-0.4375,-0.6875,1.3125,-1.3125,22.75,49.25,-0.4375,-0.0625,0,-2.5625,1.625,-0.56164813041687,19.724214553833,0.0526105165481567,0.0666848868131638,1.66706931591034,-17.8713607788086
6789,1,0,0,-20.5,-0.25,-0.125,1.3125,-1.3125,23.1875,51.125,-0.5625,0,0,-2.5625,0.625,-0.668518304824829,18.5639095306396,-0.00845819711685181,0.0999972373247147,1.77099704742432,-17.8740215301514
6809,1,0,0,-19.125,-0.4375,-0.5625,1.3125,-1.3125,23.625,52.5625,-0.5625,0,0,-2.5625,-0.375,-1.03493046760559,17.9226875305176,-0.741282641887665,0.128867119550705,1.96344590187073,-17.8810615539551
6830,1,0,0,-18.375,-0.4375,-0.6875,1.3125,-1.3125,24,55.75,-0.625,0,0.0625,-2.5,-1.4375,-1.84409093856812,16.1516952514648,-0.00845819711685181,0.104263037443161,1.75400114059448,-17.891565322876
6850,1,0,0,-16.6875,-0.75,-0.875,1.3125,-1.3125,24.3125,56,-0.75,-0.125,0.0625,-2.5,-2.5,-0.393709182739258,14.8081836700439,-0.390137583017349,0.201452881097794,1.78372704982758,-17.8946056365967
6870,1,0,0,-15.75,0.1875,-0.375,1.3125,-1.3125,24.625,57.375,-0.5,0.1875,0.0625,-2.5,-3.625,-0.958594560623169,13.6478786468506,-0.817618489265442,0.233968496322632,1.70288014411926,-17.9035301208496
6890,1,0,0,-14.0625,-0.375,-0.6875,1.3125,-1.3125,24.875,57.9375,-0.5625,0,0.125,-2.5,-4.75,-0.0425641536712646,11.1593284606934,-0.31380170583725,0.0691544562578201,1.81910145282745,-17.9122104644775
6923,1,0,0,-12.1875,0,-0.25,1.3125,-1.3125,25.25,60.3125,-0.75,0,0.125,-2.5,-6.5,-0.775388479232788,10.9913902282715,-0.817618489265442,0.0641996264457703,2.03462219238281,-17.93630027771
6945,1,0,0,-11.1875,-0.3125,-0.75,1.3125,-1.3125,25.5,62.4375,-0.5625,0.0625,0.1875,-2.5,-7.6875,-0.744854211807251,9.81581783294678,-0.390137583017349,0.0335647463798523,1.71650564670563,-17.9443645477295
6965,1,0,0,-10.0625,-0.1875,-0.4375,1.3125,-1.3125,25.6875,62.5625,-0.5625,0.0625,0.1875,-2.5,-8.875,-0.882258892059326,8.96085548400879,-0.649679601192474,0.0947773307561874,1.84844446182251,-17.9504642486572
6985,1,0,0,-9.125,-0.4375,-0.625,1.3125,-1.3125,25.875,64.3125,-0.8125,0,0.25,-2.5,-10.125,-0.408976316452026,7.81581735610962,-0.634412407875061,-0.00796552933752537,1.59993767738342,-17.9705352783203
7006,1,0,0,-8.1875,-0.5,-0.875,1.3125,-1.25,26.0625,65.125,-0.6875,0.125,0.25,-2.5,-11.375,-0.0425641536712646,6.56390905380249,0.220549404621124,-0.0105051584541798,1.51415276527405,-17.9736824035645
7026,1,0,0,-7,0,-0.125,1.3125,-1.25,26.1875,65.125,-0.6875,0.125,0.3125,-2.4375,-13.3125,-0.439510583877563,5.47993946075439,-1.12296199798584,0.00487714353948832,1.17722725868225,-17.9949893951416
7047,1,0,0,-5.9375,-0.5,-0.8125,1.3125,-1.25,26.3125,64.9375,-0.625,0,0.3125,-2.4375,-13.9375,-0.0120298862457275,4.33490133285522,-0.344336062669754,0.0223845802247524,1.18099749088287,-17.9998626708984
7068,1,0,0,-4.625,0,-0.125,1.3125,-1.25,26.375,64.4375,-0.5625,-0.0625,0.375,-2.4375,-15.8125,0.20171070098877,3.26619911193848,-0.817618489265442,-0.0259617436677217,0.881676375865936,-18.0175647735596
7088,1,0,0,-3.875,-0.25,-1,1.375,-1.25,26.4375,65.4375,-0.625,0.1875,0.375,-2.4375,-16.4375,-0.118900060653687,2.24329829216003,-0.527542173862457,0.0138461925089359,0.75918185710907,-18.0268020629883
7108,1,0,0,-2.625,0.0625,-0.25,1.375,-1.25,26.5,64.1875,-0.875,0.125,0.4375,-2.4375,-17.6875,-0.225770235061646,1.31200063228607,-0.31380170583725,-0.0470711104571819,0.47057831287384,-18.044994354248
7129,1,0,0,-1.75,-0.1875,-0.875,1.375,-1.25,26.5,63.625,-0.5625,0.0625,0.4375,-2.4375,-19.5625,-0.286839008331299,0.18222963809967,-0.527542173862457,-0.0149492584168911,0.325042128562927,-18.0444869995117
7150,1,0,0,-0.5,0.125,0.125,1.375,-1.25,26.5,64.25,-0.6875,0.0625,0.5,-2.375,-20.75,0.0643060207366943,-1.17654895782471,-0.115328431129456,-0.0124880485236645,0.213421404361725,-18.061824798584
7171,1,0,0,0.4375,-0.0625,-0.5625,1.375,-1.25,26.5,64.625,-0.625,0.1875,0.5,-2.375,-22.0625,0.613924503326416,-2.30631995201111,0.0678776502609253,-0.102128364145756,-0.0723022669553757,-18.0622749328613
7191,1,0,0,1.5,0.0625,-0.3125,1.375,-1.25,26.375,63.5625,-0.6875,0,0.5625,-2.375,-23.25,-0.179968595504761,-3.00861024856567,-0.619145214557648,0.0158409718424082,-0.244891703128815,-18.0732746124268
7212,1,0,0,2.6875,0.25,0,1.375,-1.25,26.375,63.0625,-0.625,-0.0625,0.5625,-2.375,-24.5,0.445985555648804,-4.38265609741211,0.113679230213165,-0.044601745903492,-0.560878038406372,-18.0831623077393
7233,1,0,0,4.375,0.1875,0,1.375,-1.25,26.125,61.5625,-0.9375,-0.0625,0.625,-2.375,-25.6875,0.0948405265808105,-5.43609094619751,-0.374870419502258,-0.0455356612801552,-0.75959974527359,-18.0945243835449
7253,1,0,0,4.75,0.0625,-0.125,1.375,-1.25,26,61.5,-0.75,0.0625,0.625,-2.3125,-26.875,0.186443567276001,-6.6574649810791,-0.206931471824646,-0.0268428325653076,-1.01749873161316,-18.1031723022461
7274,1,0,0,6.5,0.125,-0.25,1.375,-1.25,25.8125,60.6875,-0.6875,0.0625,0.6875,-2.3125,-28.0625,0.079573392868042,-7.95517539978027,-0.344336062669754,0.016972191631794,-1.22982966899872,-18.1126556396484
7295,1,0,0,7.8125,0.125,-0.3125,1.375,-1.25,25.6875,60.5625,-0.75,0.0625,0.6875,-2.3125,-29.25,-0.0425641536712646,-9.10021305084229,-0.726015448570251,0.0212091617286205,-1.52534973621368,-18.1282691955566
7324,1,0,0,9.8125,0,-0.125,1.375,-1.25,25.375,59.375,-0.75,0.0625,0.75,-2.3125,-31,0.736061811447144,-11.2834196090698,-0.161129951477051,0.0176629684865475,-1.89504420757294,-18.1350173950195
7345,1,0,0,11.0625,0.25,-0.1875,1.375,-1.25,25.125,59.5,-0.5,0.3125,0.75,-2.3125,-32.125,0.400183916091919,-12.3826560974121,-0.115328431129456,0.00321679003536701,-2.27914309501648,-18.1381702423096
7366,1,0,0,12.5,0.4375,0.1875,1.375,-1.25,24.9375,56.875,-0.75,0.125,0.8125,-2.3125,-33.25,0.827664852142334,-13.8483047485352,-0.0389925837516785,-0.00816046353429556,-2.63524103164673,-18.1530628204346
7386,1,0,0,13.6875,0.0625,-0.6875,1.375,-1.25,24.6875,56.25,-0.5,0.1875,0.8125,-2.3125,-34.3125,0.507054090499878,-15.1307468414307,-0.161129951477051,0.065882995724678,-2.95226860046387,-18.147331237793
7407,1,0,0,15.5625,0.375,0.0625,1.375,-1.25,24.25,53.5625,-0.5625,0,0.8125,-2.3125,-35.375,0.858199238777161,-16.4742584228516,0.327419638633728,0.0471023134887218,-3.30797576904297,-18.1548900604248
7429,1,0,0,16.25,0.1875,-0.25,1.375,-1.3125,23.875,52.875,-0.5625,0.0625,0.875,-2.25,-36.875,0.96506941318512,-17.6650981903076,-0.130595624446869,0.0475521758198738,-3.74800801277161,-18.1552505493164
7449,1,0,0,18.1875,0.5,0.25,1.375,-1.3125,23.4375,49.6875,-0.4375,-0.0625,0.875,-2.25,-37.375,0.629191637039185,-19.0696792602539,-0.649679601192474,0.0868136137723923,-4.14352750778198,-18.1644973754883
7470,1,0,0,19.625,0.375,-0.25,1.375,-1.3125,23,49.125,-0.75,0.125,0.9375,-2.25,-38.8125,1.16354274749756,-20.7185344696045,0.296885311603546,0.0365154147148132,-4.51495742797852,-18.1639614105225
7490,1,0,0,21.0625,0.75,0.5625,1.375,-1.3125,22.5,46.0625,-0.5,-0.0625,0.9375,-2.25,-39.6875,0.537588596343994,-22.275785446167,-0.435939133167267,0.0789221078157425,-4.84665536880493,-18.1720848083496
7511,1,0,0,22.6875,0.375,-0.3125,1.375,-1.3125,22.0625,46.0625,-0.625,0,0.9375,-2.25,-40.5625,1.54522216320038,-23.5276947021484,0.571694493293762,0.0501723960042,-5.37319087982178,-18.1720561981201
7533,1,0,0,24.25,1.0625,0.5,1.4375,-1.3125,21.375,42.5625,-0.5,0,1,-2.25,-41.4375,0.445985555648804,-25.2681522369385,-0.649679601192474,0.152935281395912,-5.84387016296387,-18.1806144714355
7554,1,0,0,25.75,0.5,-0.1875,1.4375,-1.3125,21.125,41.1875,-0.4375,0.125,1,-2.25,-42.25,1.11774122714996,-26.7338008880615,0.419022679328918,0.105238012969494,-6.3549108505249,-18.1821537017822
7575,1,0,0,26.9375,1,0.4375,1.4375,-1.3125,20.3125,38,-0.5625,-0.0625,1,-2.25,-43,1.19407713413239,-28.2452507019043,-0.0237253904342651,0.178692489862442,-6.84338855743408,-18.1911163330078
7597,1,0,0,28.9375,0.5625,0.3125,1.4375,-1.3125,19.8125,36.5625,-0.4375,0,1,-2.25,-43.6875,1.40781760215759,-28.9017391204834,0.449557065963745,0.171015962958336,-7.46436452865601,-18.1913013458252
7618,1,0,0,30,1.0625,0.4375,1.4375,-1.375,19.1875,33.625,-0.375,0,1.0625,-2.25,-44.6875,0.919267892837524,-30.550594329834,-0.726015448570251,0.269280552864075,-7.98129081726074,-18.1978302001953
7640,1,0,0,31.1875,0.375,0.125,1.4375,-1.375,18.5625,31.875,-0.5,0.0625,1.0625,-2.25,-45.375,1.40781760215759,-31.1002140045166,0.281618118286133,0.193082123994827,-8.57675552368164,-18.1966514587402
7660,1,0,0,32.0625,1.0625,0.5,1.4375,-1.375,17.9375,29.0625,-0.1875,-0.0625,1.0625,-2.25,-45.9375,0.67499315738678,-33.5734939575195,-0.573343694210052,0.30834972858429,-9.11493682861328,-18.2004795074463
7681,1,0,0,34,0.625,0.0625,1.5,-1.375,17.3125,27.1875,-0.1875,0.125,1.0625,-2.25,-46.4375,1.74369549751282,-34.6727294921875,0.296885311603546,0.221439823508263,-9.73321723937988,-18.198127746582
7701,1,0,0,35.4375,1.125,0.375,1.5,-1.4375,16.5625,25.875,-0.1875,0.0625,1.0625,-2.25,-46.9375,1.07193970680237,-36.4284591674805,-0.359603255987167,0.400498241186142,-10.3171653747559,-18.2030620574951
7731,1,0,0,37.75,0.6875,0,1.5,-1.4375,15.4375,21.75,-0.1875,0,1.125,-2.25,-47.625,1.59102368354797,-37.4360885620117,0.128946363925934,0.449782013893127,-11.4031047821045,-18.2035903930664
7751,1,0,0,38.25,1.25,0.5,1.5,-1.4375,14.6875,20.0625,-0.25,-0.125,1.125,-2.25,-48.0625,1.25514578819275,-38.901741027832,-0.0237253904342651,0.483281224966049,-12.0494556427002,-18.2082767486572
7773,1,0,0,39.75,0.75,0.0625,1.5,-1.5,13.9375,17.5625,-0.375,0.125,1.125,-2.25,-48.4375,1.59102368354797,-39.2834167480469,0.0373433232307434,0.462062984704971,-12.782769203186,-18.209753036499
7795,1,0,0,40.125,1.1875,0.5,1.5625,-1.5,12.75,15.25,-0.1875,0.125,1.125,-2.25,-48.75,1.48415338993073,-41.115478515625,-0.466473460197449,0.507745265960693,-13.4844751358032,-18.2153949737549
7816,1,0,0,41.8125,0.625,0.25,1.5625,-1.5,12.375,13.625,-0.3125,-0.0625,1.125,-2.25,-49,1.48415338993073,-41.8483047485352,0.098412036895752,0.464053213596344,-14.2343130111694,-18.2151584625244
7836,1,0,0,42.5,0.875,0.4375,1.5625,-1.5625,11.125,11.25,-0.0625,0,1.125,-2.1875,-49.25,0.919267892837524,-44.214714050293,-0.588610887527466,0.570531725883484,-14.9804162979126,-18.2225875854492
7856,1,0,0,44.125,1,0.3125,1.5625,-1.5625,10.6875,9.9375,0,0.0625,1.125,-2.1875,-49.5,2.21697783470154,-44.2452545166016,0.266350984573364,0.537689507007599,-15.7445688247681,-18.2253074645996
7876,1,0,0,45.6875,1.0625,0.3125,1.625,-1.5625,9.375,7.6875,0,-0.0625,1.125,-2.1875,-49.6875,1.75896263122559,-46.4131927490234,-0.344336062669754,0.660137832164764,-16.5373630523682,-18.22802734375
7896,1,0,0,46.6875,1.125,0.5,1.625,-1.625,8.4375,5.8125,-0.25,-0.0625,1.125,-2.1875,-49.8125,1.43835186958313,-46.2910537719727,-0.359603255987167,0.670622229576111,-17.3322219848633,-18.2284545898438
7916,1,0,0,47.8125,1.0625,0.3125,1.625,-1.625,8,3.625,0.0625,0.0625,1.125,-2.1875,-49.875,2.23224496841431,-47.4360885620117,0.190015077590942,0.732183396816254,-18.1161270141602,-18.2267761230469
7936,1,0,0,48.0625,1.375,0.5625,1.625,-1.625,7.0625,1.8125,-0.1875,0.0625,1.125,-2.1875,-49.9375,2.01850461959839,-48.3368530273438,-0.268000185489655,0.731649041175842,-18.9237575531006,-18.2241897583008
7956,1,0,0,49.9375,1.1875,0.5,1.625,-1.6875,6.0625,0,0.1875,0,1.125,-2.1875,-50,2.23224496841431,-48.4437255859375,-0.054259717464447,0.764777183532715,-19.7422142028809,-18.2167091369629
7977,1,0,0,49.5625,1.5,0.9375,1.625,-1.6875,4.625,-1.375,0.3125,-0.125,1.125,-2.1875,-50,3.01087093353271,-49.2070846557617,0.648030400276184,0.705885946750641,-20.6792640686035,-18.2050342559814
7999,1,0,0,50.75,2,1.1875,1.625,-1.75,3.625,-3.8125,0.4375,-0.0625,1.125,-2.1875,-49.9375,2.29331374168396,-49.5124282836914,0.40375554561615,0.879225373268127,-21.5479583740234,-18.1921825408936
8021,1,0,0,50.75,1.625,0.8125,1.625,-1.8125,2.6875,-5.5625,0.375,0.0625,1.125,-2.1875,-49.8125,1.77422976493835,-49.5276947021484,-0.512274980545044,0.842280626296997,-22.4501762390137,-18.194429397583
8041,1,0,0,51.5625,1.1875,0.4375,1.625,-1.8125,1.6875,-7.8125,0.1875,0.1875,1.125,-2.1875,-49.625,2.64445877075195,-50.1536483764648,0.938106656074524,0.925126194953918,-23.2544002532959,-18.1816291809082
8063,1,0,0,51.25,2,0.875,1.625,-1.8125,0.6875,-10.625,0.0625,0.125,1.125,-2.1875,-49.5,1.59102368354797,-48.6116638183594,-0.191664308309555,0.981029033660889,-24.0974082946777,-18.1785926818848
8084,1,0,0,50.75,1.125,0.75,1.625,-1.875,-0.25,-12.0625,0.0625,0.0625,1.125,-2.1875,-49.25,1.95743584632874,-48.6269302368164,0.40375554561615,1.04521095752716,-24.9568061828613,-18.1761360168457
8106,1,0,0,50,1.0625,0.4375,1.6875,-1.875,-1.1875,-13.8125,0.3125,-0.1875,1.0625,-2.125,-49,1.63682520389557,-48.1536483764648,-0.0389925837516785,1.02838242053986,-25.7911376953125,-18.1699333190918
8135,1,0,0,49.5,1.4375,0.9375,1.6875,-1.9375,-2.6875,-16.25,0.25,0.125,1.0625,-2.125,-48.5625,1.33148169517517,-47.8635711669922,-0.176397144794464,1.09597718715668,-27.0991916656494,-18.1683311462402
8156,1,0,0,49.4375,1.3125,0.75,1.6875,-1.9375,-3.625,-18.1875,0.25,-0.1875,1.0625,-2.125,-48.25,2.5833899974823,-46.3979263305664,0.78543496131897,1.0464563369751,-27.9211654663086,-18.1611747741699
8176,1,0,0,48.5,1.125,0.8125,1.6875,-2,-4.5625,-19.5625,0.1875,0,1.0625,-2.125,-47.875,2.14064192771912,-47.5582275390625,0.434289932250977,1.11310350894928,-28.6691074371338,-18.1518421173096
8197,1,0,0,48.375,1.8125,1.25,1.625,-2,-5.5,-21.9375,0.3125,0.0625,1.0625,-2.125,-47.5,2.38491678237915,-45.5734939575195,0.327419638633728,1.12497651576996,-29.4272575378418,-18.1429977416992
8217,1,0,0,47.875,1.25,1.0625,1.625,-2,-6.4375,-23.0625,0.5,0.125,1.0625,-2.125,-47.0625,1.37728321552277,-45.3902893066406,0.205282270908356,1.19539630413055,-30.1601867675781,-18.1420459747314
8237,1,0,0,46.8125,1.3125,1,1.625,-2.0625,-7.375,-25.25,0.125,0.125,1,-2.125,-46.625,2.70552754402161,-42.9170074462891,0.800702095031738,1.15362048149109,-30.8447380065918,-18.127161026001
8258,1,0,0,45.5625,1.25,0.875,1.625,-2.0625,-8.25,-26.0625,0.4375,0.0625,1,-2.125,-46.125,1.57575643062592,-42.22998046875,0.113679230213165,1.25071036815643,-31.4557876586914,-18.1240615844727
8279,1,0,0,43.6875,1.25,1.125,1.625,-2.125,-9.5,-27.6875,0.4375,-0.0625,1,-2.125,-45.375,1.69789385795593,-40.1536483764648,0.754900574684143,1.20202445983887,-32.0970039367676,-18.1210098266602
8300,1,0,0,42.9375,0.875,0.75,1.625,-2.125,-10.3125,-29.1875,0.375,0.0625,1,-2.125,-44.8125,1.69789385795593,-39.4360885620117,0.373221158981323,1.27892279624939,-32.7431640625,-18.1088390350342
8320,1,0,0,41.125,1.4375,1.25,1.625,-2.125,-11.125,-31.0625,0.375,0.125,0.9375,-2.125,-44.25,1.39255034923553,-36.886474609375,-0.0389925837516785,1.28729128837585,-33.1946334838867,-18.1049633026123
8340,1,0,0,40.0625,1.125,0.9375,1.625,-2.1875,-11.875,-32.125,0.5,0,0.9375,-2.125,-43.625,0.919267892837524,-35.9399108886719,-0.344336062669754,1.37451553344727,-33.7176971435547,-18.1035900115967
8361,1,0,0,37.875,1.1875,0.875,1.625,-2.1875,-12.625,-33.6875,0.375,-0.0625,0.9375,-2.125,-43,1.72842824459076,-34.2452545166016,0.128946363925934,1.29326450824738,-34.1794586181641,-18.0958805084229
8383,1,0,0,36.0625,1,0.8125,1.625,-2.1875,-13.3125,-36.0625,0.4375,0.125,0.9375,-2.125,-42.3125,1.52995491027832,-32.6727294921875,0.251083791255951,1.44230544567108,-34.6812400817871,-18.0815849304199
8405,1,0,0,34.0625,1.3125,1.0625,1.625,-2.1875,-14,-38.1875,0.3125,0.0625,0.875,-2.0625,-41.625,0.995603799819946,-30.1231136322021,-0.252733021974564,1.39465665817261,-35.0416297912598,-18.0774955749512
8426,1,0,0,32.3125,0.1875,0.5,1.625,-2.1875,-14.625,-38.875,0.4375,0.1875,0.875,-2.0625,-40.875,1.56048929691315,-28.0315113067627,0.571694493293762,1.42368757724762,-35.4035682678223,-18.06494140625
8447,1,0,0,29.6875,1.0625,1,1.625,-2.1875,-15.1875,-40.5625,0.5,-0.0625,0.875,-2.0625,-40.0625,1.19407713413239,-25.6956329345703,0.0831448435783386,1.4590607881546,-35.7408714294434,-18.0571727752686
8467,1,0,0,28.0625,0.625,0.6875,1.625,-2.25,-15.75,-42.4375,0.5625,0.0625,0.8125,-2.0625,-39.25,0.67499315738678,-23.4971599578857,-0.466473460197449,1.54053103923798,-36.070686340332,-18.043701171875
8489,1,0,0,25.5,0.75,0.875,1.625,-2.25,-16.25,-43.625,0.5,0.0625,0.8125,-2.0625,-38.5,0.308580875396729,-21.4208240509033,-0.252733021974564,1.47992610931396,-36.3205146789551,-18.0455894470215
8510,1,0,0,23.75,0.0625,0.1875,1.625,-2.25,-16.6875,-45.8125,0.4375,-0.0625,0.8125,-2.0625,-37.1875,0.736061811447144,-19.0086097717285,0.128946363925934,1.48256802558899,-36.5938720703125,-18.03857421875
8541,1,0,0,20.0625,0.75,0.5,1.625,-2.25,-17.5,-48.6875,0.5625,-0.0625,0.75,-2.125,-35.875,0.690260291099548,-15.9246406555176,0.235816597938538,1.49576508998871,-37.040599822998,-18.0275535583496
8561,1,0,0,18.125,0.125,0.3125,1.625,-2.25,-17.6875,-51.25,0.6875,0,0.75,-2.125,-34.875,0.079573392868042,-12.9322738647461,0.0831448435783386,1.57191181182861,-37.2266311645508,-18.022424697876
8581,1,0,0,15.375,0.625,1,1.625,-2.25,-18.125,-54.375,0.5625,-0.0625,0.6875,-2.125,-33.8125,0.76659619808197,-10.1078462600708,0.49535858631134,1.50773668289185,-37.2855033874512,-18.0128936767578
8601,1,0,0,12.75,0.1875,0.4375,1.625,-2.25,-18.375,-54.875,0.75,0.1875,0.6875,-2.125,-32.75,0.186443567276001,-7.25288486480713,0.190015077590942,1.60153007507324,-37.2977600097656,-17.999231338501
8622,1,0,0,8.3125,0.5,0.5,1.625,-2.25,-18.4375,-55.5,0.6875,-0.0625,0.6875,-2.125,-31.6875,-0.256304502487183,-4.29105281829834,-0.0695269107818604,1.54095995426178,-37.3533401489258,-18.0002708435059
8644,1,0,0,3.875,0.0625,0.625,1.625,-2.25,-18.5625,-58.75,0.875,0.0625,0.625,-2.125,-30.5625,0.644458770751953,-0.947541475296021,0.861770749092102,1.50934767723083,-37.3025894165039,-17.9856948852539
8666,1,0,0,0.8125,0.4375,0.5,1.625,-2.25,-18.5625,-60.3125,0.625,0.125,0.625,-2.125,-29.375,-0.805922985076904,2.31963419914246,-0.252733021974564,1.59822225570679,-37.229549407959,-17.983850479126
8686,1,0,0,-2.3125,-0.6875,-0.125,1.625,-2.25,-18.5625,-62.625,0.625,-0.0625,0.5625,-2.125,-28.1875,0.247512102127075,5.23566484451294,0.296885311603546,1.45757651329041,-37.0496978759766,-17.9768009185791
8706,1,0,0,-5.4375,0.3125,0.75,1.625,-2.1875,-18.4375,-63.0625,0.8125,0.1875,0.5625,-2.1875,-26.9375,-0.225770235061646,8.59444332122803,0.0373433232307434,1.55591022968292,-36.9595794677734,-17.9683456420898
8728,1,0,0,-9.0625,-0.3125,0.0625,1.625,-2.1875,-18.3125,-66.375,0.5625,0.1875,0.5,-2.1875,-25.6875,-0.103632926940918,12.1669626235962,0.632763147354126,1.39031362533569,-36.6172866821289,-17.9683322906494
8748,1,0,0,-12.1875,-0.3125,0.3125,1.5625,-2.1875,-18.0625,-67.1875,0.5625,0.0625,0.5,-2.1875,-24.375,-0.134167194366455,15.8158178329468,0.419022679328918,1.39761805534363,-36.3716697692871,-17.9599361419678
8770,1,0,0,-15.75,0.1875,0.5625,1.5625,-2.1875,-17.75,-69.25,0.8125,0.125,0.4375,-2.1875,-22.375,-0.515846490859985,18.9303207397461,0.327419638633728,1.39078307151794,-35.8146438598633,-17.9563655853271
8791,1,0,0,-18.9375,-0.5,0.25,1.5625,-2.1875,-17.4375,-69.6875,0.8125,0.0625,0.4375,-2.1875,-21.0625,-0.576915264129639,22.3501682281494,0.357954025268555,1.34743046760559,-35.3880195617676,-17.9561023712158
8811,1,0,0,-22.0625,-0.4375,-0.125,1.5625,-2.1875,-17,-70.375,0.8125,-0.0625,0.375,-2.1875,-19.6875,-0.607449531555176,25.724214553833,-0.344336062669754,1.35153520107269,-34.8753814697266,-17.9508457183838
8831,1,0,0,-25.625,-0.4375,0.0625,1.5625,-2.1875,-16.5,-72.375,0.5,0.0625,0.375,-2.25,-18.25,-1.30973958969116,28.5791759490967,-0.69548112154007,1.35229313373566,-34.3426132202148,-17.9444808959961
8852,1,0,0,-28.75,-0.625,0.125,1.5625,-2.1875,-16,-73.1875,0.75,0.0625,0.3125,-2.25,-16.875,-1.23340392112732,32.6707801818848,0.296885311603546,1.31291592121124,-33.8408966064453,-17.9346523284912
8873,1,0,0,-32.1875,-0.4375,0.4375,1.5625,-2.1875,-15.375,-74.75,0.875,-0.125,0.3125,-2.25,-15.4375,-1.2028694152832,36.212760925293,0.678564667701721,1.31455266475677,-33.174144744873,-17.9260139465332
8895,1,0,0,-37.6875,-0.75,0.125,1.5,-2.1875,-14.3125,-75.9375,0.625,0.25,0.25,-2.25,-13.9375,-1.01966333389282,40.8234481811523,0.556427240371704,1.28666234016418,-32.6117401123047,-17.9240341186523
8917,1,0,0,-41.875,-1.125,-0.125,1.5,-2.1875,-13.5625,-78.625,0.6875,-0.1875,0.25,-2.25,-12.4375,-1.40134286880493,43.8768844604492,0.632763147354126,1.16174817085266,-31.7078247070312,-17.9175338745117
8948,1,0,0,-46.875,-0.8125,-0.125,1.5,-2.125,-12.25,-78.625,0.875,0.0625,0.1875,-2.3125,-10.1875,-1.64561748504639,49.2661972045898,0.00680899620056152,1.14067542552948,-30.22873878479,-17.9177799224854
